filename,privacy_blurs,date,time,lat,lng,datetime,mean_brightness_roi,blur_coverage_roi,lighting_level
21606.jpg,[],18-02-20,14:26,52.3536005,4.8557222,18-02-20 14:26,113.8632908562486,0.0,medium_light
16052.jpg,[],18-02-20,14:26,52.3535888,4.8558688,18-02-20 14:26,89.96099746627915,0.0,low_light
16303.jpg,[],18-02-20,14:27,52.3531289,4.8557884,18-02-20 14:27,113.7262556822416,0.0,medium_light
14028.jpg,['0 0.519444 0.585526 0.0444444 0.0592105\n'],18-02-20,14:28,52.3518275,4.8531181,18-02-20 14:28,98.17940361129843,0.0053655264922870555,low_light
21332.jpg,['0 0.52037 0.578947 0.0425926 0.0592105\n'],18-02-20,14:28,52.3518395,4.853128,18-02-20 14:28,97.11204119850187,0.005141962888441762,low_light
18097.jpg,['0 0.521296 0.581414 0.0444444 0.0608553\n'],18-02-20,14:29,52.3518395,4.853128,18-02-20 14:29,96.46625764955664,0.005514568894850585,low_light
1630.jpg,['0 0.523148 0.583882 0.0444444 0.0625\n'],18-02-20,14:30,52.3518522,4.8530706,18-02-20 14:30,97.62238626995428,0.005663611297414114,low_light
6664.jpg,[],18-02-20,14:31,52.3518371,4.8531314,18-02-20 14:31,129.31655364284472,0.0,high_light
5288.jpg,[],18-02-20,14:37,52.352881,4.8616796,18-02-20 14:37,106.47144595970887,0.0,low_light
2748.jpg,[],18-02-20,14:38,52.3543901,4.8675048,18-02-20 14:38,98.85348821323,0.0,low_light
4121.jpg,[],18-02-20,14:38,52.3555595,4.8689025,18-02-20 14:38,105.62028342896888,0.0,low_light
13880.jpg,"['0 0.757407 0.471217 0.0296296 0.175987\n', '0 0.239815 0.493421 0.0203704 0.105263\n', '0 0.697222 0.422697 0.0296296 0.0921053\n', '0 0.648611 0.435855 0.0435185 0.200658\n']",18-02-20,14:39,52.3566632,4.8730494,18-02-20 14:39,113.00260557923285,0.038303897458827035,medium_light
3147.jpg,[],18-02-20,14:39,52.3562072,4.8712754,18-02-20 14:39,106.56003303773257,0.0,low_light
17785.jpg,[],18-02-20,14:39,52.3569642,4.8741986,18-02-20 14:39,113.10368693643342,0.0,medium_light
6763.jpg,[],18-02-20,14:41,52.3580188,4.8782981,18-02-20 14:41,98.92631095213255,0.0,low_light
19074.jpg,['0 0.0310185 0.513158 0.0157407 0.0822368\n'],18-02-20,14:44,52.3541176,4.8842352,18-02-20 14:44,118.67077775293738,0.0,medium_light
3373.jpg,[],18-02-20,14:46,52.3542642,4.8813812,18-02-20 14:46,107.8136100553941,0.0,medium_light
20322.jpg,[],18-02-20,14:47,52.3547297,4.8831011,18-02-20 14:47,114.89691544327694,0.0,medium_light
11407.jpg,['0 0.489352 0.644737 0.0787037 0.148026\n'],18-02-20,14:48,52.3545925,4.8864632,18-02-20 14:48,92.47091340496047,0.023753632908562486,low_light
11312.jpg,[],18-02-20,14:49,52.3557286,4.8839375,18-02-20 14:49,103.8125636535261,0.0,low_light
20154.jpg,[],18-02-20,14:49,52.35635,4.8840166,18-02-20 14:49,104.0497615321559,0.0,low_light
23120.jpg,[],18-02-20,14:50,52.3586696,4.8848794,18-02-20 14:50,118.53817659040664,0.0,medium_light
10055.jpg,[],18-02-20,14:54,52.3582807,4.8787438,18-02-20 14:54,91.74771778821075,0.0,low_light
7972.jpg,"['0 0.381944 0.523026 0.0416667 0.180921\n', '0 0.142593 0.464638 0.0388889 0.0871711\n', '1 0.8347222222222223 0.5962171052631579 0.010185185185185186 0.05098684210526316\n', '1 0.8027777777777778 0.5953947368421053 0.009259259259259259 0.03618421052631579\n']",18-02-20,14:54,52.3584667,4.8795667,18-02-20 14:54,94.91326427232663,0.019251310331122536,low_light
10774.jpg,"['0 0.248148 0.399671 0.0462963 0.0953947\n', '0 0.661111 0.635691 0.0444444 0.373355\n', '0 0.513426 0.634868 0.0898148 0.391447\n', '0 0.225926 0.410362 0.0888889 0.116776\n', '0 0.42963 0.759868 0.0537037 0.355263\n', '1 0.3560185185185185 0.48273026315789475 0.028703703703703703 0.014802631578947368\n', '1 0.23842592592592593 0.6957236842105263 0.1287037037037037 0.46710526315789475\n']",18-02-20,14:55,52.3547063,4.8810575,18-02-20 14:55,108.79032791206585,0.26794408425863825,medium_light
9193.jpg,[],18-02-20,14:55,52.3564486,4.8796931,18-02-20 14:55,123.97020393968751,0.0,medium_light
6877.jpg,[],18-02-20,14:56,52.3529724,4.881954,18-02-20 14:56,115.90352609484064,0.0,medium_light
2884.jpg,[],18-02-20,15:01,52.3462318,4.865457,18-02-20 15:01,118.64892130561145,0.0,medium_light
9975.jpg,[],18-02-20,15:01,52.3466988,4.8654406,18-02-20 15:01,105.08381151104156,0.0,low_light
23808.jpg,[],18-02-20,15:04,52.350862,4.8532727,18-02-20 15:04,115.99367811809127,0.0,medium_light
12909.jpg,['1 0.2412037037037037 0.5098684210526315 0.019444444444444445 0.049342105263157895\n'],18-02-20,15:07,52.3440933,4.841547,18-02-20 15:07,118.82080789979653,0.0019561815336463224,medium_light
8073.jpg,[],18-02-20,15:07,52.3440721,4.8421021,18-02-20 15:07,88.3530286658221,0.0,low_light
14584.jpg,[],18-02-20,15:07,52.3447188,4.8399613,18-02-20 15:07,113.9493721588792,0.0,medium_light
5139.jpg,[],19-02-20,7:29,52.3469817,4.8476682,19-02-20 7:29,49.2331799438607,0.0,low_light
10868.jpg,[],19-02-20,7:29,52.3469338,4.8476418,19-02-20 7:29,34.51123096604317,0.0,low_light
15811.jpg,[],19-02-20,7:29,52.3478569,4.8500866,19-02-20 7:29,51.317997491119556,0.0,low_light
10408.jpg,[],19-02-20,7:29,52.3474767,4.8493966,19-02-20 7:29,57.914067739771966,0.0,low_light
13167.jpg,[],19-02-20,7:30,52.3481604,4.8504503,19-02-20 7:30,73.43208945028194,0.0,low_light
16800.jpg,[],19-02-20,7:30,52.3491876,4.8494263,19-02-20 7:30,52.12944953672653,0.0,low_light
3438.jpg,[],19-02-20,7:30,52.3485227,4.8511634,19-02-20 7:30,38.12046041682192,0.0,low_light
8277.jpg,[],19-02-20,7:31,52.3522632,4.8503706,19-02-20 7:31,28.312756166629406,0.0,low_light
23550.jpg,[],19-02-20,7:31,52.349553,4.849217,19-02-20 7:31,30.38388665325285,0.0,low_light
8922.jpg,[],19-02-20,7:31,52.3511025,4.8498237,19-02-20 7:31,55.74803139826614,0.0,low_light
14120.jpg,[],19-02-20,7:31,52.3492574,4.8492351,19-02-20 7:31,56.17333010408128,0.0,low_light
19063.jpg,[],19-02-20,7:32,52.3517224,4.8505343,19-02-20 7:32,40.709985219961744,0.0,low_light
2217.jpg,[],19-02-20,7:33,52.3572214,4.8508936,19-02-20 7:33,36.032950791166755,0.0,low_light
18012.jpg,[],19-02-20,7:33,52.3571077,4.8526495,19-02-20 7:33,60.245702610726084,0.0,low_light
22426.jpg,[],19-02-20,7:33,52.3572217,4.8506405,19-02-20 7:33,58.29040601634498,0.0,low_light
1646.jpg,[],19-02-20,7:33,52.3564491,4.8503286,19-02-20 7:33,44.4634473507713,0.0,low_light
6974.jpg,[],19-02-20,7:34,52.3561885,4.8526068,19-02-20 7:34,47.82830315224681,0.0,low_light
10524.jpg,['0 0.826389 0.569901 0.0805556 0.222039\n'],19-02-20,7:35,52.3529691,4.8503732,19-02-20 7:35,65.98268215552166,0.028923541247484908,low_light
22013.jpg,"['0 0.325463 0.535362 0.0194444 0.0641447\n', '0 0.743981 0.626645 0.0694444 0.509868\n']",19-02-20,7:36,52.3513293,4.849497,19-02-20 7:36,64.78814810361642,0.07031075340934496,low_light
17575.jpg,[],19-02-20,7:36,52.3508221,4.8540468,19-02-20 7:36,62.23406488312592,0.0,low_light
20903.jpg,[],19-02-20,7:37,52.3513703,4.8563639,19-02-20 7:37,55.04953175845195,0.0,low_light
21958.jpg,"['0 0.739352 0.606086 0.0101852 0.0542763\n', '1 0.5310185185185186 0.6110197368421053 0.019444444444444445 0.10032894736842106\n', '1 0.5578703703703703 0.6151315789473685 0.01574074074074074 0.1118421052631579\n']",19-02-20,7:37,52.3513676,4.8562532,19-02-20 7:37,64.90456874733756,0.00869414014953921,low_light
7316.jpg,[],19-02-20,7:38,52.3494248,4.8553538,19-02-20 7:38,82.19090468738356,0.0,low_light
10495.jpg,['0 0.320833 0.680921 0.0935185 0.194079\n'],19-02-20,7:38,52.3502846,4.8545836,19-02-20 7:38,62.085887572628955,0.03700598653650297,low_light
24693.jpg,[],19-02-20,7:39,52.3500258,4.853345,19-02-20 7:39,68.96078942792558,0.0,low_light
20112.jpg,[],19-02-20,7:39,52.3501908,4.8541094,19-02-20 7:39,73.16581588295203,0.0,low_light
8180.jpg,[],19-02-20,7:39,52.3501966,4.8533132,19-02-20 7:39,56.81181223141317,0.0,low_light
19733.jpg,[],19-02-20,7:41,52.351537,4.8566235,19-02-20 7:41,102.02828700598654,0.0,low_light
10114.jpg,"['0 0.789352 0.569901 0.0324074 0.0575658\n', '0 0.762037 0.574013 0.0259259 0.0625\n']",19-02-20,7:41,52.3529095,4.8560819,19-02-20 7:41,70.72516033408276,0.007107459572248304,low_light
18029.jpg,[],19-02-20,7:41,52.3540551,4.8556988,19-02-20 7:41,73.88773070521897,0.0,low_light
1151.jpg,[],19-02-20,7:41,52.354108,4.8555524,19-02-20 7:41,87.94526417765854,0.0,low_light
14600.jpg,[],19-02-20,7:42,52.3531658,4.8534241,19-02-20 7:42,61.711199294532626,0.0,low_light
207.jpg,[],19-02-20,7:42,52.3540235,4.8549678,19-02-20 7:42,81.07084171696847,0.0,low_light
1074.jpg,[],19-02-20,7:42,52.3532195,4.8537353,19-02-20 7:42,93.10336401122787,0.0,low_light
13031.jpg,[],19-02-20,7:43,52.3534822,4.8550128,19-02-20 7:43,108.70953188265395,0.0,medium_light
15584.jpg,['1 0.08425925925925926 0.49588815789473684 0.022222222222222223 0.09375\n'],19-02-20,7:43,52.353567,4.8553969,19-02-20 7:43,92.7890056387709,0.0,low_light
14611.jpg,[],19-02-20,7:43,52.3534061,4.8546214,19-02-20 7:43,77.81181223141317,0.0,low_light
24059.jpg,['1 0.0787037037037037 0.4942434210526316 0.025925925925925925 0.10032894736842106\n'],19-02-20,7:43,52.3535562,4.8553947,19-02-20 7:43,95.08154482450257,0.0,low_light
16027.jpg,[],19-02-20,7:45,52.353545,4.855402,19-02-20 7:45,88.44173063069776,0.0,low_light
14939.jpg,[],19-02-20,7:46,52.3535559,4.8553833,19-02-20 7:46,86.67763680850535,0.0,low_light
6747.jpg,[],19-02-20,7:46,52.3535711,4.8557853,19-02-20 7:46,89.01106018829023,0.0,low_light
4104.jpg,[],19-02-20,7:46,52.3535662,4.8554007,19-02-20 7:46,73.88398601485456,0.0,low_light
5270.jpg,[],19-02-20,7:47,52.3535711,4.8557853,19-02-20 7:47,73.58692277119508,0.0,low_light
24682.jpg,[],19-02-20,7:48,52.3529196,4.8532747,19-02-20 7:48,55.72552289042899,0.0,low_light
10492.jpg,[],19-02-20,7:49,52.3518702,4.8531978,19-02-20 7:49,114.90584246218049,0.0,medium_light
14629.jpg,[],19-02-20,7:49,52.3518399,4.8530567,19-02-20 7:49,146.9515239585662,0.0,high_light
17401.jpg,[],19-02-20,7:49,52.3521428,4.8541075,19-02-20 7:49,75.76527374121271,0.0,low_light
1128.jpg,[],19-02-20,7:50,52.352041,4.8561937,19-02-20 7:50,92.9046159674094,0.0,low_light
17013.jpg,[],19-02-20,7:51,52.3513303,4.8538054,19-02-20 7:51,110.1935812405296,0.0,medium_light
11089.jpg,[],19-02-20,7:51,52.3509117,4.8543537,19-02-20 7:51,89.92504719676081,0.0,low_light
13002.jpg,['0 0.714352 0.54852 0.0527778 0.116776\n'],19-02-20,7:51,52.350878,4.8534702,19-02-20 7:51,72.4377140269615,0.012566137566137565,low_light
3970.jpg,[],19-02-20,7:54,52.3471692,4.8640805,19-02-20 7:54,100.91076396651513,0.0,low_light
2584.jpg,['0 0.807407 0.506579 0.0481481 0.236842\n'],19-02-20,7:54,52.3478329,4.8624332,19-02-20 7:54,107.36987233285014,0.023250614799910575,medium_light
10235.jpg,[],19-02-20,7:58,52.3519209,4.8582112,19-02-20 7:58,105.74516543706685,0.0,low_light
1979.jpg,[],19-02-20,8:00,52.3560733,4.8709619,19-02-20 8:00,88.47560983183048,0.0,low_light
3389.jpg,[],19-02-20,8:01,52.3571191,4.8748878,19-02-20 8:01,93.16804530889038,0.0,low_light
2768.jpg,[],19-02-20,8:02,52.3586807,4.8775019,19-02-20 8:02,102.29674342350398,0.0,low_light
11851.jpg,['1 0.9879629629629629 0.5945723684210527 0.011111111111111112 0.044407894736842105\n'],19-02-20,8:03,52.3568079,4.8792941,19-02-20 8:03,93.22911543334078,0.0,low_light
14707.jpg,[],19-02-20,8:04,52.3559235,4.8815718,19-02-20 8:04,101.3495230643118,0.0,low_light
2702.jpg,[],19-02-20,8:05,52.3532171,4.8847929,19-02-20 8:05,73.18796731003303,0.0,low_light
4355.jpg,[],19-02-20,8:05,52.354436,4.8844383,19-02-20 8:05,78.16418262662394,0.0,low_light
4246.jpg,['0 0.278704 0.514803 0.0296296 0.0460526\n'],19-02-20,8:07,52.3545651,4.8822309,19-02-20 8:07,106.60500062274255,0.0027821248478525473,low_light
984.jpg,[],19-02-20,8:07,52.3532114,4.8819942,19-02-20 8:07,96.5114886851976,0.0,low_light
13510.jpg,"['0 0.394907 0.537007 0.0527778 0.162829\n', '0 0.393519 0.536184 0.175926 0.177632\n']",19-02-20,8:08,52.3548173,4.8834999,19-02-20 8:08,107.27648284695998,0.08182738405743101,medium_light
4584.jpg,[],19-02-20,8:09,52.3555863,4.8845358,19-02-20 8:09,82.98748043818466,0.0,low_light
2991.jpg,[],19-02-20,12:49,52.3469956,4.8477227,19-02-20 12:49,101.92206013860944,0.0,low_light
21011.jpg,[],19-02-20,12:50,52.3491502,4.8511313,19-02-20 12:50,122.81920535559033,0.0,medium_light
15852.jpg,[],19-02-20,12:50,52.3492079,4.8504735,19-02-20 12:50,94.13345194624537,0.0,low_light
6784.jpg,[],19-02-20,12:50,52.3484244,4.8509102,19-02-20 12:50,109.73535347889808,0.0,medium_light
6633.jpg,[],19-02-20,12:52,52.3492159,4.8504916,19-02-20 12:52,119.93689296271455,0.0,medium_light
9148.jpg,[],19-02-20,12:52,52.3491865,4.8501396,19-02-20 12:52,108.19668008048289,0.0,medium_light
18628.jpg,[],19-02-20,12:53,52.3494688,4.8490959,19-02-20 12:53,103.13510072782373,0.0,low_light
7686.jpg,['0 0.918056 0.472862 0.0194444 0.0608553\n'],19-02-20,12:54,52.3556242,4.8503848,19-02-20 12:54,107.16450555182949,0.0,medium_light
17003.jpg,[],19-02-20,12:54,52.3572487,4.8523075,19-02-20 12:54,86.55520157984947,0.0,low_light
1557.jpg,['0 0.756481 0.440789 0.0148148 0.0296053\n'],19-02-20,12:57,52.3513061,4.8495137,19-02-20 12:57,100.85864971035032,0.000894254415381176,low_light
20290.jpg,"['0 0.0305556 0.497533 0.0351852 0.113487\n', '0 0.436111 0.537007 0.0611111 0.274671\n']",19-02-20,12:57,52.3510186,4.8509422,19-02-20 12:57,101.72220078833826,0.03422386168865042,low_light
11857.jpg,[],19-02-20,13:14,52.3508377,4.8522887,19-02-20 13:14,110.89659562312144,0.0,medium_light
9223.jpg,[],19-02-20,13:16,52.3498642,4.8545618,19-02-20 13:16,97.63597014183868,0.0,low_light
4650.jpg,"['0 0.176389 0.195724 0.156481 0.3125\n', '0 0.704167 0.495888 0.012037 0.0509868\n', '1 0.35509259259259257 0.6636513157894737 0.09907407407407408 0.21546052631578946\n']",19-02-20,13:18,52.3534344,4.8534267,19-02-20 13:18,92.48475464506907,0.08754999130585985,low_light
18453.jpg,['0 0.937963 0.560855 0.0388889 0.0559211\n'],19-02-20,13:18,52.3517005,4.8564415,19-02-20 13:18,101.24924857788707,0.0,low_light
18599.jpg,['0 0.0842593 0.551809 0.168519 0.853618\n'],19-02-20,13:18,52.3537754,4.8538947,19-02-20 13:18,175.2764435343948,0.026455026455026454,high_light
17995.jpg,[],19-02-20,13:18,52.3539885,4.8548108,19-02-20 13:18,113.01429254539583,0.0,medium_light
2025.jpg,[],19-02-20,13:20,52.3535943,4.8556957,19-02-20 13:20,116.53997441438756,0.0,medium_light
18622.jpg,[],19-02-20,13:23,52.3531417,4.855838,19-02-20 13:23,113.9328315572447,0.0,medium_light
17032.jpg,[],19-02-20,13:23,52.3531424,4.8558584,19-02-20 13:23,117.13907829694215,0.0,medium_light
13131.jpg,[],19-02-20,13:24,52.3517468,4.8550601,19-02-20 13:24,131.48279491765408,0.0,high_light
20310.jpg,[],19-02-20,13:26,52.3512947,4.8566651,19-02-20 13:26,113.02207380082967,0.0,medium_light
8530.jpg,[],19-02-20,13:28,52.3479329,4.8622288,19-02-20 13:28,112.78173982164593,0.0,medium_light
23462.jpg,[],19-02-20,13:30,52.3497411,4.8581136,19-02-20 13:30,136.93094989691235,0.0,high_light
20492.jpg,[],19-02-20,13:30,52.3503731,4.8593921,19-02-20 13:30,126.65254800407382,0.0,high_light
20771.jpg,[],19-02-20,13:31,52.3503731,4.8593921,19-02-20 13:31,95.09859154929578,0.0,low_light
22379.jpg,"['0 0.636111 0.646382 0.00925926 0.0361842\n', '0 0.443981 0.666941 0.00833333 0.0378289\n', '0 0.503241 0.664474 0.00833333 0.0361842\n', '0 0.62037 0.647204 0.00740741 0.0345395\n', '1 0.2675925925925926 0.6768092105263158 0.009259259259259259 0.06414473684210527\n', '1 0.40555555555555556 0.671875 0.009259259259259259 0.05098684210526316\n', '1 0.32407407407407407 0.671875 0.011111111111111112 0.054276315789473686\n', '1 0.3125 0.6710526315789473 0.010185185185185186 0.05921052631578947\n', '1 0.9884259259259259 0.631578947368421 0.012037037037037037 0.05921052631578947\n', '1 0.3768518518518518 0.6710526315789473 0.011111111111111112 0.05921052631578947\n']",19-02-20,13:35,52.355776,4.8796599,19-02-20 13:35,155.0841175052217,0.008436420995106442,high_light
6388.jpg,[],19-02-20,13:36,52.3552135,4.8839812,19-02-20 13:36,109.30252192165338,0.0,medium_light
18582.jpg,[],19-02-20,13:39,52.3545143,4.8820657,19-02-20 13:39,113.3491566684055,0.0,medium_light
22563.jpg,[],19-02-20,13:39,52.3548898,4.8842419,19-02-20 13:39,111.29271927863478,0.0,medium_light
21530.jpg,[],19-02-20,13:39,52.3543638,4.8851248,19-02-20 13:39,103.01986921529175,0.0,low_light
16639.jpg,[],19-02-20,13:40,52.3557042,4.8850984,19-02-20 13:40,114.21182651464342,0.0,medium_light
11382.jpg,[],19-02-20,13:41,52.3566551,4.8841475,19-02-20 13:41,108.22140869910822,0.0,medium_light
22738.jpg,[],19-02-20,13:44,52.3595652,4.8833134,19-02-20 13:44,102.47950356459747,0.0,low_light
5899.jpg,"['0 0.661574 0.481086 0.0305556 0.0674342\n', '0 0.683796 0.479441 0.0175926 0.0608553\n', '0 0.822222 0.469572 0.344444 0.866776\n']",19-02-20,13:45,52.3589456,4.8813048,19-02-20 13:45,117.35361890051558,0.2920982686240902,medium_light
10119.jpg,[],20-02-20,7:34,52.346979,4.8476323,20-02-20 7:34,31.57179186228482,0.0,low_light
16339.jpg,['0 0.169907 0.622533 0.0546296 0.0805921\n'],20-02-20,7:35,52.3477457,4.8497383,20-02-20 7:35,106.22717971502412,0.007607372630846809,low_light
2194.jpg,[],20-02-20,7:35,52.3478912,4.8501136,20-02-20 7:35,36.94947152048091,0.0,low_light
24024.jpg,[],20-02-20,7:36,52.3493927,4.8490478,20-02-20 7:36,38.40437998360534,0.0,low_light
12918.jpg,[],20-02-20,7:37,52.3510516,4.8498807,20-02-20 7:37,68.83891931837941,0.0,low_light
2705.jpg,[],20-02-20,7:38,52.3556073,4.8502697,20-02-20 7:38,64.77283764314281,0.0,low_light
14788.jpg,[],20-02-20,7:38,52.3555078,4.8500581,20-02-20 7:38,92.04333407854534,0.0,low_light
14298.jpg,[],20-02-20,7:38,52.3572031,4.8498881,20-02-20 7:38,110.87854286211093,0.0,medium_light
9833.jpg,[],20-02-20,7:38,52.356012,4.8495834,20-02-20 7:38,70.4721042303202,0.0,low_light
15898.jpg,[],20-02-20,7:38,52.3570296,4.8494539,20-02-20 7:38,95.75160841592766,0.0,low_light
7743.jpg,[],20-02-20,7:39,52.3571785,4.8503332,20-02-20 7:39,61.0581048016494,0.0,low_light
20859.jpg,[],20-02-20,7:39,52.3566157,4.8517954,20-02-20 7:39,63.211516009638075,0.0,low_light
7677.jpg,[],20-02-20,7:40,52.3548939,4.8501932,20-02-20 7:40,55.40427751695357,0.0,low_light
9825.jpg,[],20-02-20,7:40,52.3549254,4.8500312,20-02-20 7:40,78.84065193630921,0.0,low_light
24589.jpg,[],20-02-20,7:41,52.3516902,4.850236,20-02-20 7:41,113.29363837345058,0.0,medium_light
8238.jpg,[],20-02-20,7:41,52.3529908,4.8503977,20-02-20 7:41,73.48995205802717,0.0,low_light
24811.jpg,['1 0.24583333333333332 0.662828947368421 0.030555555555555555 0.1611842105263158\n'],20-02-20,7:42,52.3508219,4.8538334,20-02-20 7:42,68.33708150629505,0.010041731872717789,low_light
24524.jpg,['0 0.662963 0.691612 0.216667 0.425987\n'],20-02-20,7:42,52.3508822,4.852981,20-02-20 7:42,69.27546050136459,0.16490920833643838,low_light
9843.jpg,['1 0.9337962962962963 0.4498355263157895 0.030555555555555555 0.044407894736842105\n'],20-02-20,7:43,52.3499637,4.8574542,20-02-20 7:43,78.46182030454331,0.0,low_light
18827.jpg,[],20-02-20,7:44,52.3500055,4.8545378,20-02-20 7:44,90.53925093772511,0.0,low_light
20908.jpg,"['0 0.575463 0.604441 0.0935185 0.166118\n', '0 0.827778 0.518092 0.0537037 0.131579\n']",20-02-20,7:44,52.3501107,4.8539589,20-02-20 7:44,84.4847065325163,0.044840027821248477,low_light
14775.jpg,[],20-02-20,7:44,52.3499637,4.8574542,20-02-20 7:44,81.41022989790595,0.0,low_light
13321.jpg,[],20-02-20,7:45,52.3507559,4.8534099,20-02-20 7:45,86.2055294731351,0.0,low_light
8767.jpg,"['0 0.21713 0.532072 0.0342593 0.120066\n', '0 0.493056 0.641447 0.100926 0.141447\n']",20-02-20,7:45,52.3509384,4.8545287,20-02-20 7:45,81.44595959107171,0.03749347939488785,low_light
7030.jpg,[],20-02-20,7:45,52.3504637,4.8534088,20-02-20 7:45,89.55079861887374,0.0,low_light
1605.jpg,[],20-02-20,7:45,52.3500184,4.8535479,20-02-20 7:45,103.48674454132201,0.0,low_light
8857.jpg,[],20-02-20,7:46,52.3540559,4.8550641,20-02-20 7:46,71.62307176391684,0.0,low_light
19621.jpg,[],20-02-20,7:46,52.3513832,4.8562241,20-02-20 7:46,61.83705628834737,0.0,low_light
23966.jpg,['0 0.753241 0.587993 0.0398148 0.0707237\n'],20-02-20,7:46,52.3541068,4.8555814,20-02-20 7:46,124.84770164299968,0.005741237548749286,medium_light
24114.jpg,['0 0.269907 0.560033 0.0712963 0.189145\n'],20-02-20,7:46,52.3539844,4.8557321,20-02-20 7:46,75.65146076314815,0.027734307077030083,low_light
23758.jpg,[],20-02-20,7:46,52.3528274,4.8561196,20-02-20 7:46,73.57961348336936,0.0,low_light
16368.jpg,[],20-02-20,7:47,52.353632,4.8534647,20-02-20 7:47,84.87934085997466,0.0,low_light
19779.jpg,[],20-02-20,7:47,52.3539289,4.854602,20-02-20 7:47,111.34898899570261,0.0,medium_light
18457.jpg,['0 0.493519 0.476151 0.0185185 0.0674342\n'],20-02-20,7:48,52.3526855,4.8560936,20-02-20 7:48,90.35507228330573,0.002546141043793626,low_light
511.jpg,"['0 0.566667 0.61102 0.037037 0.0773026\n', '0 0.528241 0.620066 0.0435185 0.0888158\n']",20-02-20,7:48,52.3521036,4.8562124,20-02-20 7:48,70.23812506294692,0.013718111135951512,low_light
14474.jpg,[],20-02-20,7:48,52.3536191,4.8557058,20-02-20 7:48,87.2321863278436,0.0,low_light
11338.jpg,[],20-02-20,7:48,52.3532908,4.8559599,20-02-20 7:48,60.9944357503043,0.0,low_light
18674.jpg,[],20-02-20,7:48,52.3536701,4.8558225,20-02-20 7:48,78.63631169734457,0.0,low_light
13759.jpg,[],20-02-20,7:49,52.3484547,4.8607357,20-02-20 7:49,77.13007365178727,0.0,low_light
1011.jpg,['0 0.598611 0.471217 0.0731481 0.126645\n'],20-02-20,7:49,52.349306,4.8588374,20-02-20 7:49,70.88979214546652,0.019133318429093077,low_light
16353.jpg,['0 0.30787 0.624178 0.0694444 0.185855\n'],20-02-20,7:50,52.3472256,4.8639461,20-02-20 7:50,96.64376987126133,0.026315299202623148,low_light
13952.jpg,[],20-02-20,7:51,52.346697,4.8654265,20-02-20 7:51,83.33923603348487,0.0,low_light
6073.jpg,[],20-02-20,7:51,52.348438,4.860926,20-02-20 7:51,70.04413207640907,0.0,low_light
7322.jpg,[],20-02-20,7:52,52.3493629,4.8588053,20-02-20 7:52,65.7798892118141,0.0,low_light
12149.jpg,[],20-02-20,7:53,52.3528677,4.8618755,20-02-20 7:53,63.007532851429566,0.0,low_light
5549.jpg,[],20-02-20,7:53,52.351584,4.856708,20-02-20 7:53,72.14057803611794,0.0,low_light
481.jpg,[],20-02-20,7:54,52.3533925,4.8637857,20-02-20 7:54,70.53316503962044,0.0,low_light
1302.jpg,[],20-02-20,7:54,52.354153,4.8666312,20-02-20 7:54,72.29674652855404,0.0,low_light
20889.jpg,[],20-02-20,7:54,52.3549216,4.8679572,20-02-20 7:54,58.455690935737884,0.0,low_light
2582.jpg,[],20-02-20,7:54,52.353203,4.8631274,20-02-20 7:54,99.51178366495267,0.0,low_light
