new_filename,lighting_level,garbage,bulkywaste,garbagebag,cardboard,litter
21548.jpg,medium_light,0,0,0,0,0
9672.jpg,medium_light,1,1,1,0,1
5025.jpg,high_light,0,0,0,0,0
11190.jpg,high_light,0,0,0,0,0
15866.jpg,high_light,0,0,0,0,0
16179.jpg,low_light,0,0,0,0,0
12830.jpg,high_light,1,0,1,0,0
12739.jpg,high_light,0,0,0,0,0
16369.jpg,medium_light,0,0,0,0,0
16251.jpg,high_light,0,0,0,0,0
15353.jpg,medium_light,0,0,0,0,0
8771.jpg,high_light,0,0,0,0,0
17737.jpg,low_light,1,0,0,0,1
21745.jpg,low_light,0,0,0,0,0
9053.jpg,low_light,1,0,0,0,1
9072.jpg,medium_light,0,0,0,0,0
10783.jpg,medium_light,0,0,0,0,0
21296.jpg,medium_light,1,1,0,1,1
5486.jpg,medium_light,0,0,0,0,0
7153.jpg,high_light,0,0,0,0,0
2617.jpg,high_light,0,0,0,0,0
19993.jpg,medium_light,0,0,0,0,0
21589.jpg,low_light,1,1,1,1,0
4788.jpg,medium_light,1,1,0,0,0
4026.jpg,medium_light,1,0,0,0,1
5368.jpg,medium_light,1,1,1,1,1
5434.jpg,low_light,0,0,0,0,0
1476.jpg,high_light,0,0,0,0,0
15284.jpg,medium_light,0,0,0,0,0
13048.jpg,medium_light,1,1,0,1,1
19152.jpg,high_light,1,1,0,0,0
4070.jpg,medium_light,1,1,0,0,0
10708.jpg,low_light,0,0,0,0,0
10174.jpg,high_light,0,0,0,0,0
24068.jpg,low_light,0,0,0,0,0
606.jpg,low_light,0,0,0,0,0
4767.jpg,high_light,0,0,0,0,0
15400.jpg,medium_light,1,0,0,0,1
3578.jpg,low_light,1,1,0,0,1
21686.jpg,low_light,1,1,0,1,0
22361.jpg,high_light,0,0,0,0,0
1336.jpg,low_light,1,0,0,0,1
12992.jpg,high_light,0,0,0,0,0
13335.jpg,high_light,1,0,0,0,1
7825.jpg,high_light,0,0,0,0,0
18891.jpg,medium_light,1,0,0,0,1
2015.jpg,medium_light,0,0,0,0,0
17180.jpg,low_light,1,0,0,1,1
8895.jpg,low_light,0,0,0,0,0
9549.jpg,high_light,0,0,0,0,0
6359.jpg,high_light,0,0,0,0,0
19200.jpg,high_light,0,0,0,0,0
23782.jpg,high_light,0,0,0,0,0
11015.jpg,low_light,0,0,0,0,0
10335.jpg,high_light,0,0,0,0,0
20765.jpg,medium_light,0,0,0,0,0
14724.jpg,medium_light,1,1,0,0,0
4347.jpg,high_light,0,0,0,0,0
13544.jpg,low_light,0,0,0,0,0
12462.jpg,low_light,0,0,0,0,0
7113.jpg,high_light,0,0,0,0,0
23201.jpg,high_light,0,0,0,0,0
6121.jpg,high_light,0,0,0,0,0
15325.jpg,low_light,0,0,0,0,0
18386.jpg,medium_light,1,0,0,1,0
267.jpg,medium_light,1,1,0,0,0
9040.jpg,medium_light,0,0,0,0,0
4974.jpg,low_light,0,0,0,0,0
10681.jpg,medium_light,0,0,0,0,0
3551.jpg,low_light,1,1,1,1,1
14540.jpg,high_light,0,0,0,0,0
21709.jpg,high_light,0,0,0,0,0
23952.jpg,high_light,0,0,0,0,0
22319.jpg,medium_light,0,0,0,0,0
11530.jpg,high_light,0,0,0,0,0
13680.jpg,high_light,0,0,0,0,0
19302.jpg,low_light,0,0,0,0,0
6664.jpg,low_light,0,0,0,0,0
8439.jpg,low_light,0,0,0,0,0
6429.jpg,medium_light,1,1,0,0,1
7761.jpg,medium_light,0,0,0,0,0
23009.jpg,high_light,0,0,0,0,0
22816.jpg,medium_light,1,1,1,0,1
19100.jpg,low_light,1,1,0,0,1
24302.jpg,low_light,0,0,0,0,0
13481.jpg,high_light,0,0,0,0,0
8961.jpg,medium_light,0,0,0,0,0
16335.jpg,high_light,0,0,0,0,0
10602.jpg,medium_light,0,0,0,0,0
14460.jpg,high_light,0,0,0,0,0
23337.jpg,medium_light,1,1,0,1,1
22775.jpg,medium_light,0,0,0,0,0
18783.jpg,high_light,0,0,0,0,0
22226.jpg,medium_light,0,0,0,0,0
23996.jpg,low_light,1,0,0,0,1
24048.jpg,low_light,0,0,0,0,0
12687.jpg,low_light,0,0,0,0,0
17972.jpg,high_light,0,0,0,0,0
19946.jpg,high_light,0,0,0,0,0
5919.jpg,high_light,0,0,0,0,0
18422.jpg,medium_light,0,0,0,0,0
12485.jpg,low_light,1,0,1,0,0
2785.jpg,high_light,1,0,0,0,1
6744.jpg,high_light,0,0,0,0,0
16665.jpg,high_light,0,0,0,0,0
1630.jpg,low_light,0,0,0,0,0
24071.jpg,medium_light,1,1,1,1,1
1213.jpg,high_light,0,0,0,0,0
20200.jpg,high_light,0,0,0,0,0
14251.jpg,high_light,0,0,0,0,0
5814.jpg,high_light,0,0,0,0,0
14490.jpg,medium_light,0,0,0,0,0
18850.jpg,medium_light,1,0,0,1,0
17384.jpg,high_light,0,0,0,0,0
7550.jpg,medium_light,0,0,0,0,0
4823.jpg,high_light,0,0,0,0,0
23193.jpg,low_light,1,1,0,0,0
21669.jpg,high_light,1,0,0,0,1
2917.jpg,high_light,0,0,0,0,0
331.jpg,medium_light,1,0,0,1,0
2884.jpg,medium_light,1,1,1,0,0
653.jpg,low_light,1,1,0,0,0
16127.jpg,low_light,0,0,0,0,0
3831.jpg,high_light,0,0,0,0,0
9846.jpg,low_light,1,1,1,1,0
20419.jpg,medium_light,1,0,1,0,0
8611.jpg,medium_light,1,1,1,0,1
6320.jpg,low_light,1,1,0,0,0
4100.jpg,high_light,1,0,0,1,1
906.jpg,high_light,0,0,0,0,0
17589.jpg,high_light,1,1,0,1,1
8695.jpg,high_light,1,1,0,0,0
6559.jpg,medium_light,1,0,0,0,1
5924.jpg,low_light,1,0,0,1,0
7636.jpg,low_light,1,1,1,1,0
9637.jpg,high_light,0,0,0,0,0
10942.jpg,medium_light,1,1,0,0,0
2091.jpg,high_light,1,0,0,0,1
6456.jpg,medium_light,1,1,0,1,0
23884.jpg,medium_light,1,0,1,1,1
14994.jpg,medium_light,0,0,0,0,0
13298.jpg,low_light,1,1,0,1,0
17482.jpg,low_light,0,0,0,0,0
12185.jpg,high_light,0,0,0,0,0
22740.jpg,high_light,1,1,0,0,1
12607.jpg,high_light,0,0,0,0,0
24592.jpg,high_light,0,0,0,0,0
14729.jpg,high_light,1,0,0,0,1
1664.jpg,medium_light,0,0,0,0,0
4467.jpg,low_light,0,0,0,0,0
1834.jpg,high_light,0,0,0,0,0
22060.jpg,high_light,0,0,0,0,0
12649.jpg,high_light,1,1,0,0,1
11449.jpg,medium_light,1,1,0,1,0
4839.jpg,medium_light,0,0,0,0,0
1675.jpg,low_light,1,1,0,0,0
5245.jpg,medium_light,0,0,0,0,0
16742.jpg,high_light,0,0,0,0,0
18100.jpg,low_light,1,0,0,1,1
22190.jpg,medium_light,0,0,0,0,0
18325.jpg,high_light,1,1,0,0,0
15163.jpg,high_light,0,0,0,0,0
428.jpg,low_light,0,0,0,0,0
329.jpg,high_light,0,0,0,0,0
24187.jpg,medium_light,0,0,0,0,0
8101.jpg,medium_light,0,0,0,0,0
1191.jpg,low_light,0,0,0,0,0
5281.jpg,low_light,1,0,0,0,1
1562.jpg,low_light,0,0,0,0,0
6896.jpg,high_light,0,0,0,0,0
17803.jpg,medium_light,1,1,0,1,0
10800.jpg,high_light,0,0,0,0,0
15640.jpg,medium_light,0,0,0,0,0
2784.jpg,medium_light,1,1,0,0,1
1769.jpg,medium_light,1,1,0,1,1
22419.jpg,low_light,1,0,0,0,1
6600.jpg,low_light,0,0,0,0,0
16465.jpg,high_light,0,0,0,0,0
6007.jpg,low_light,0,0,0,0,0
17159.jpg,high_light,0,0,0,0,0
20850.jpg,low_light,0,0,0,0,0
13075.jpg,high_light,1,1,0,0,0
11172.jpg,medium_light,0,0,0,0,0
10651.jpg,high_light,0,0,0,0,0
4966.jpg,medium_light,0,0,0,0,0
18470.jpg,low_light,0,0,0,0,0
16372.jpg,high_light,1,0,0,0,1
954.jpg,low_light,0,0,0,0,0
8168.jpg,medium_light,0,0,0,0,0
20824.jpg,medium_light,0,0,0,0,0
23883.jpg,high_light,0,0,0,0,0
5734.jpg,medium_light,0,0,0,0,0
3832.jpg,low_light,1,0,0,0,1
15504.jpg,medium_light,0,0,0,0,0
15440.jpg,medium_light,1,0,1,0,1
24147.jpg,medium_light,1,1,0,1,0
10985.jpg,medium_light,0,0,0,0,0
14961.jpg,low_light,0,0,0,0,0
2483.jpg,medium_light,0,0,0,0,0
263.jpg,low_light,0,0,0,0,0
6968.jpg,high_light,0,0,0,0,0
11959.jpg,low_light,0,0,0,0,0
21799.jpg,low_light,0,0,0,0,0
23859.jpg,medium_light,1,1,0,1,1
828.jpg,high_light,0,0,0,0,0
24473.jpg,medium_light,0,0,0,0,0
10825.jpg,high_light,0,0,0,0,0
15300.jpg,medium_light,0,0,0,0,0
8169.jpg,medium_light,0,0,0,0,0
5569.jpg,medium_light,0,0,0,0,0
22260.jpg,low_light,1,0,0,1,0
16373.jpg,medium_light,0,0,0,0,0
10518.jpg,low_light,1,1,0,0,1
20393.jpg,high_light,1,0,0,0,1
11432.jpg,high_light,0,0,0,0,0
9484.jpg,high_light,0,0,0,0,0
15685.jpg,high_light,0,0,0,0,0
11074.jpg,high_light,0,0,0,0,0
23321.jpg,high_light,0,0,0,0,0
4365.jpg,high_light,1,0,0,0,1
5675.jpg,low_light,0,0,0,0,0
1315.jpg,high_light,0,0,0,0,0
7865.jpg,high_light,0,0,0,0,0
11748.jpg,medium_light,0,0,0,0,0
586.jpg,medium_light,0,0,0,0,0
2414.jpg,medium_light,0,0,0,0,0
14586.jpg,medium_light,0,0,0,0,0
17144.jpg,medium_light,0,0,0,0,0
12934.jpg,low_light,1,0,0,0,1
15032.jpg,low_light,0,0,0,0,0
4679.jpg,low_light,0,0,0,0,0
19748.jpg,low_light,0,0,0,0,0
23914.jpg,low_light,0,0,0,0,0
12820.jpg,medium_light,0,0,0,0,0
5562.jpg,high_light,0,0,0,0,0
19980.jpg,high_light,0,0,0,0,0
1347.jpg,medium_light,0,0,0,0,0
1047.jpg,low_light,1,0,0,0,1
17778.jpg,medium_light,1,0,1,0,1
5374.jpg,low_light,1,0,1,0,0
24228.jpg,medium_light,0,0,0,0,0
5837.jpg,low_light,0,0,0,0,0
24559.jpg,high_light,1,0,0,0,1
1990.jpg,medium_light,0,0,0,0,0
23662.jpg,high_light,0,0,0,0,0
5253.jpg,low_light,0,0,0,0,0
1167.jpg,high_light,0,0,0,0,0
5078.jpg,low_light,1,0,0,1,0
24442.jpg,medium_light,1,0,0,1,0
12876.jpg,low_light,0,0,0,0,0
22686.jpg,high_light,0,0,0,0,0
12065.jpg,high_light,1,0,0,0,1
3807.jpg,medium_light,1,0,0,0,1
8019.jpg,medium_light,1,1,1,1,0
13439.jpg,low_light,1,1,0,0,1
14990.jpg,low_light,0,0,0,0,0
18700.jpg,high_light,0,0,0,0,0
17512.jpg,medium_light,1,1,1,0,0
4137.jpg,medium_light,1,1,0,1,0
10954.jpg,low_light,0,0,0,0,0
16253.jpg,low_light,1,0,0,1,0
14441.jpg,high_light,0,0,0,0,0
23532.jpg,medium_light,0,0,0,0,0
3865.jpg,high_light,0,0,0,0,0
8196.jpg,medium_light,1,1,0,1,0
20424.jpg,high_light,1,0,0,0,1
8492.jpg,low_light,0,0,0,0,0
6528.jpg,medium_light,0,0,0,0,0
5355.jpg,medium_light,0,0,0,0,0
17077.jpg,high_light,0,0,0,0,0
24078.jpg,medium_light,1,0,0,0,1
922.jpg,medium_light,0,0,0,0,0
24153.jpg,high_light,0,0,0,0,0
13970.jpg,high_light,1,0,0,0,1
12115.jpg,low_light,1,1,1,0,0
11631.jpg,high_light,0,0,0,0,0
21432.jpg,medium_light,1,0,0,1,0
2457.jpg,low_light,0,0,0,0,0
4225.jpg,medium_light,0,0,0,0,0
16799.jpg,low_light,0,0,0,0,0
19345.jpg,low_light,1,1,0,0,1
15064.jpg,high_light,1,1,0,0,0
24944.jpg,high_light,0,0,0,0,0
22374.jpg,low_light,1,0,0,0,1
17812.jpg,high_light,0,0,0,0,0
11649.jpg,low_light,0,0,0,0,0
22379.jpg,high_light,0,0,0,0,0
11215.jpg,low_light,1,1,0,1,1
169.jpg,high_light,0,0,0,0,0
22643.jpg,low_light,1,1,0,1,0
24135.jpg,medium_light,0,0,0,0,0
15460.jpg,high_light,0,0,0,0,0
6353.jpg,high_light,0,0,0,0,0
12764.jpg,medium_light,1,0,0,0,1
622.jpg,medium_light,1,1,0,1,0
10240.jpg,low_light,1,0,1,1,0
20894.jpg,medium_light,0,0,0,0,0
22091.jpg,medium_light,1,0,0,0,1
7914.jpg,medium_light,0,0,0,0,0
1344.jpg,low_light,1,0,0,1,0
4792.jpg,low_light,1,1,1,1,0
2966.jpg,medium_light,0,0,0,0,0
13226.jpg,low_light,1,1,0,0,0
583.jpg,medium_light,0,0,0,0,0
18240.jpg,low_light,1,0,0,0,1
20563.jpg,medium_light,0,0,0,0,0
4932.jpg,low_light,1,1,0,0,0
19608.jpg,medium_light,0,0,0,0,0
20659.jpg,medium_light,0,0,0,0,0
22645.jpg,medium_light,0,0,0,0,0
2180.jpg,high_light,1,1,0,1,0
9096.jpg,high_light,1,1,0,0,0
11762.jpg,medium_light,0,0,0,0,0
13014.jpg,high_light,0,0,0,0,0
15708.jpg,high_light,0,0,0,0,0
14454.jpg,medium_light,0,0,0,0,0
20556.jpg,medium_light,0,0,0,0,0
17977.jpg,high_light,0,0,0,0,0
22506.jpg,medium_light,1,1,1,1,1
1828.jpg,medium_light,1,0,1,0,1
12169.jpg,medium_light,0,0,0,0,0
24552.jpg,high_light,0,0,0,0,0
3212.jpg,high_light,0,0,0,0,0
16019.jpg,high_light,0,0,0,0,0
10905.jpg,low_light,1,1,1,1,1
17523.jpg,medium_light,0,0,0,0,0
7580.jpg,medium_light,0,0,0,0,0
14836.jpg,high_light,0,0,0,0,0
6912.jpg,high_light,0,0,0,0,0
3356.jpg,low_light,0,0,0,0,0
57.jpg,medium_light,0,0,0,0,0
261.jpg,high_light,0,0,0,0,0
20175.jpg,high_light,1,0,0,0,1
16164.jpg,high_light,0,0,0,0,0
4729.jpg,medium_light,0,0,0,0,0
7131.jpg,medium_light,0,0,0,0,0
5260.jpg,medium_light,1,0,0,0,1
4078.jpg,high_light,0,0,0,0,0
5390.jpg,medium_light,0,0,0,0,0
17821.jpg,low_light,1,0,0,1,0
20775.jpg,high_light,0,0,0,0,0
11868.jpg,high_light,0,0,0,0,0
3503.jpg,low_light,1,1,1,0,0
14690.jpg,medium_light,0,0,0,0,0
3332.jpg,high_light,0,0,0,0,0
8809.jpg,low_light,0,0,0,0,0
3629.jpg,high_light,0,0,0,0,0
18077.jpg,medium_light,0,0,0,0,0
8426.jpg,low_light,1,1,0,0,0
21661.jpg,medium_light,0,0,0,0,0
5304.jpg,medium_light,0,0,0,0,0
12139.jpg,low_light,0,0,0,0,0
24046.jpg,low_light,1,0,0,1,0
20218.jpg,low_light,0,0,0,0,0
20684.jpg,low_light,0,0,0,0,0
21943.jpg,medium_light,1,1,0,1,0
10707.jpg,low_light,0,0,0,0,0
11754.jpg,low_light,1,1,0,0,0
6287.jpg,medium_light,1,0,0,1,0
4815.jpg,high_light,0,0,0,0,0
18760.jpg,low_light,0,0,0,0,0
7087.jpg,low_light,1,0,1,0,1
4682.jpg,low_light,0,0,0,0,0
12446.jpg,low_light,0,0,0,0,0
19462.jpg,low_light,0,0,0,0,0
1424.jpg,medium_light,1,0,0,0,1
15872.jpg,high_light,0,0,0,0,0
19286.jpg,low_light,1,1,0,1,1
18342.jpg,medium_light,0,0,0,0,0
16082.jpg,high_light,1,1,0,0,1
12037.jpg,high_light,0,0,0,0,0
24069.jpg,medium_light,1,0,0,0,1
14312.jpg,low_light,0,0,0,0,0
23012.jpg,low_light,1,0,0,1,0
9902.jpg,low_light,1,0,0,1,1
13127.jpg,high_light,0,0,0,0,0
8501.jpg,medium_light,0,0,0,0,0
15158.jpg,low_light,0,0,0,0,0
8777.jpg,high_light,1,0,0,0,1
20842.jpg,high_light,0,0,0,0,0
7270.jpg,high_light,1,1,0,0,0
12454.jpg,high_light,0,0,0,0,0
4018.jpg,medium_light,0,0,0,0,0
18315.jpg,high_light,0,0,0,0,0
9177.jpg,high_light,0,0,0,0,0
13711.jpg,high_light,0,0,0,0,0
24975.jpg,medium_light,0,0,0,0,0
24681.jpg,low_light,1,1,0,1,1
2993.jpg,low_light,1,1,0,0,0
10228.jpg,low_light,1,0,0,1,0
14910.jpg,medium_light,1,0,0,1,1
17167.jpg,low_light,1,1,0,0,0
10049.jpg,medium_light,1,1,0,0,0
22002.jpg,high_light,1,1,0,0,1
22868.jpg,medium_light,0,0,0,0,0
17062.jpg,low_light,0,0,0,0,0
14997.jpg,high_light,0,0,0,0,0
12433.jpg,high_light,0,0,0,0,0
4509.jpg,medium_light,0,0,0,0,0
12411.jpg,low_light,1,0,0,1,0
14879.jpg,low_light,1,0,1,0,0
9711.jpg,high_light,0,0,0,0,0
2988.jpg,medium_light,1,1,0,1,0
2588.jpg,low_light,0,0,0,0,0
7262.jpg,medium_light,0,0,0,0,0
18823.jpg,high_light,1,0,0,0,1
12274.jpg,low_light,1,0,0,1,1
7722.jpg,high_light,1,1,1,0,0
8866.jpg,low_light,0,0,0,0,0
7219.jpg,medium_light,1,1,0,1,0
15676.jpg,low_light,0,0,0,0,0
21135.jpg,low_light,1,0,0,0,1
589.jpg,high_light,0,0,0,0,0
7496.jpg,low_light,0,0,0,0,0
21270.jpg,high_light,0,0,0,0,0
5069.jpg,medium_light,0,0,0,0,0
20167.jpg,high_light,0,0,0,0,0
19725.jpg,high_light,0,0,0,0,0
2110.jpg,medium_light,0,0,0,0,0
16388.jpg,medium_light,1,0,1,0,1
8720.jpg,medium_light,0,0,0,0,0
3152.jpg,medium_light,0,0,0,0,0
22011.jpg,low_light,0,0,0,0,0
23171.jpg,medium_light,0,0,0,0,0
21856.jpg,low_light,0,0,0,0,0
4495.jpg,low_light,1,1,0,0,0
15612.jpg,low_light,0,0,0,0,0
20845.jpg,medium_light,1,0,0,0,1
12427.jpg,medium_light,0,0,0,0,0
6881.jpg,low_light,0,0,0,0,0
4496.jpg,high_light,0,0,0,0,0
12654.jpg,medium_light,1,0,0,1,1
7279.jpg,medium_light,1,1,1,0,0
9696.jpg,medium_light,1,0,0,1,0
13712.jpg,high_light,0,0,0,0,0
7637.jpg,high_light,0,0,0,0,0
14664.jpg,low_light,0,0,0,0,0
3355.jpg,low_light,1,1,0,0,1
7439.jpg,low_light,0,0,0,0,0
19014.jpg,low_light,0,0,0,0,0
21011.jpg,medium_light,1,0,1,0,0
20571.jpg,high_light,0,0,0,0,0
5276.jpg,low_light,1,0,0,1,1
13440.jpg,medium_light,0,0,0,0,0
8385.jpg,low_light,1,0,0,0,1
24753.jpg,high_light,0,0,0,0,0
24167.jpg,low_light,1,1,0,1,0
9094.jpg,low_light,0,0,0,0,0
8039.jpg,low_light,1,0,0,0,1
11402.jpg,low_light,1,1,1,1,1
12537.jpg,low_light,1,1,0,1,0
4127.jpg,low_light,0,0,0,0,0
18611.jpg,low_light,0,0,0,0,0
6101.jpg,high_light,0,0,0,0,0
6451.jpg,high_light,0,0,0,0,0
12707.jpg,low_light,1,1,0,1,0
22719.jpg,medium_light,0,0,0,0,0
5152.jpg,high_light,0,0,0,0,0
8359.jpg,medium_light,1,0,0,0,1
20402.jpg,medium_light,0,0,0,0,0
18015.jpg,medium_light,1,1,0,0,0
15973.jpg,low_light,0,0,0,0,0
20786.jpg,high_light,0,0,0,0,0
15771.jpg,medium_light,0,0,0,0,0
4493.jpg,low_light,1,1,0,0,1
15003.jpg,medium_light,0,0,0,0,0
18707.jpg,medium_light,1,1,0,1,1
3534.jpg,high_light,0,0,0,0,0
6724.jpg,high_light,0,0,0,0,0
13033.jpg,low_light,0,0,0,0,0
5953.jpg,high_light,0,0,0,0,0
8267.jpg,high_light,0,0,0,0,0
8302.jpg,high_light,0,0,0,0,0
14261.jpg,high_light,0,0,0,0,0
16435.jpg,high_light,0,0,0,0,0
10894.jpg,low_light,1,1,0,1,0
12381.jpg,low_light,0,0,0,0,0
15061.jpg,medium_light,0,0,0,0,0
15978.jpg,low_light,1,0,0,1,1
16496.jpg,low_light,1,0,0,0,1
8360.jpg,medium_light,0,0,0,0,0
8624.jpg,low_light,1,1,0,1,1
15647.jpg,low_light,1,0,0,1,0
18332.jpg,medium_light,1,0,1,0,0
9497.jpg,medium_light,1,0,0,0,1
16315.jpg,high_light,1,0,0,0,1
6400.jpg,medium_light,0,0,0,0,0
24132.jpg,high_light,0,0,0,0,0
21723.jpg,low_light,1,1,0,1,0
18193.jpg,medium_light,0,0,0,0,0
6732.jpg,medium_light,0,0,0,0,0
17717.jpg,medium_light,1,1,0,0,0
10216.jpg,medium_light,0,0,0,0,0
20913.jpg,low_light,0,0,0,0,0
10607.jpg,high_light,0,0,0,0,0
19478.jpg,low_light,0,0,0,0,0
3725.jpg,medium_light,0,0,0,0,0
12784.jpg,medium_light,1,1,0,0,0
8703.jpg,high_light,1,1,0,0,1
4209.jpg,low_light,0,0,0,0,0
1136.jpg,high_light,1,1,0,1,0
7304.jpg,low_light,1,1,1,1,1
3103.jpg,high_light,0,0,0,0,0
15276.jpg,low_light,0,0,0,0,0
22906.jpg,low_light,1,1,1,0,1
15995.jpg,medium_light,1,1,0,1,0
17343.jpg,medium_light,0,0,0,0,0
5442.jpg,low_light,1,0,0,1,0
1127.jpg,low_light,0,0,0,0,0
13646.jpg,low_light,1,1,0,1,0
3177.jpg,medium_light,0,0,0,0,0
23277.jpg,high_light,0,0,0,0,0
4465.jpg,medium_light,0,0,0,0,0
9662.jpg,low_light,1,1,0,1,1
7068.jpg,high_light,0,0,0,0,0
9564.jpg,high_light,0,0,0,0,0
12356.jpg,high_light,1,0,0,0,1
6346.jpg,medium_light,1,0,0,0,1
23824.jpg,medium_light,1,1,0,1,1
6707.jpg,high_light,0,0,0,0,0
18983.jpg,low_light,1,0,0,0,1
12632.jpg,high_light,1,0,0,0,1
11656.jpg,low_light,0,0,0,0,0
13752.jpg,low_light,0,0,0,0,0
2171.jpg,low_light,0,0,0,0,0
19806.jpg,low_light,0,0,0,0,0
23324.jpg,low_light,0,0,0,0,0
20839.jpg,low_light,0,0,0,0,0
12297.jpg,low_light,0,0,0,0,0
20443.jpg,medium_light,1,0,0,0,1
15371.jpg,low_light,1,1,0,1,1
24913.jpg,high_light,0,0,0,0,0
11659.jpg,low_light,0,0,0,0,0
22096.jpg,high_light,0,0,0,0,0
9794.jpg,high_light,1,1,0,0,1
10850.jpg,medium_light,0,0,0,0,0
16255.jpg,medium_light,1,0,0,1,0
21891.jpg,low_light,1,1,0,0,0
22159.jpg,high_light,0,0,0,0,0
21258.jpg,high_light,0,0,0,0,0
21785.jpg,medium_light,0,0,0,0,0
10865.jpg,low_light,1,1,0,1,1
10151.jpg,high_light,0,0,0,0,0
22908.jpg,medium_light,1,1,0,0,0
9258.jpg,low_light,0,0,0,0,0
22009.jpg,low_light,0,0,0,0,0
7970.jpg,low_light,0,0,0,0,0
19353.jpg,medium_light,0,0,0,0,0
5889.jpg,low_light,0,0,0,0,0
