new_filename,lighting_level,garbage,bulkywaste,garbagebag,cardboard,litter,lighting_id
17001.jpg,low_light,1,1,0,0,0,0
18115.jpg,low_light,1,0,0,1,0,0
15834.jpg,low_light,0,0,0,0,0,0
3696.jpg,medium_light,0,0,0,0,0,1
22851.jpg,low_light,1,1,0,0,1,0
1597.jpg,high_light,0,0,0,0,0,2
22076.jpg,medium_light,0,0,0,0,0,1
21235.jpg,medium_light,0,0,0,0,0,1
20623.jpg,medium_light,1,0,0,0,1,1
5914.jpg,medium_light,0,0,0,0,0,1
15803.jpg,medium_light,0,0,0,0,0,1
3065.jpg,medium_light,0,0,0,0,0,1
5861.jpg,medium_light,0,0,0,0,0,1
4296.jpg,medium_light,0,0,0,0,0,1
9584.jpg,medium_light,1,1,0,0,0,1
8766.jpg,high_light,0,0,0,0,0,2
16515.jpg,high_light,1,0,0,0,1,2
4751.jpg,low_light,1,0,0,1,0,0
9587.jpg,low_light,1,1,0,1,0,0
2898.jpg,medium_light,0,0,0,0,0,1
24453.jpg,low_light,1,1,0,1,0,0
7535.jpg,medium_light,1,1,0,1,0,1
6398.jpg,medium_light,1,1,0,1,1,1
2029.jpg,low_light,0,0,0,0,0,0
24445.jpg,high_light,0,0,0,0,0,2
7591.jpg,low_light,0,0,0,0,0,0
20747.jpg,low_light,0,0,0,0,0,0
12258.jpg,medium_light,0,0,0,0,0,1
16230.jpg,low_light,1,1,0,1,0,0
2263.jpg,medium_light,1,0,0,0,1,1
1704.jpg,medium_light,0,0,0,0,0,1
543.jpg,low_light,0,0,0,0,0,0
8586.jpg,low_light,1,0,0,1,0,0
7200.jpg,high_light,1,1,0,1,0,2
15979.jpg,medium_light,1,0,0,0,1,1
12508.jpg,high_light,0,0,0,0,0,2
10997.jpg,medium_light,0,0,0,0,0,1
21427.jpg,medium_light,1,1,0,0,0,1
6452.jpg,medium_light,1,1,0,1,0,1
21197.jpg,medium_light,0,0,0,0,0,1
15950.jpg,medium_light,0,0,0,0,0,1
24680.jpg,high_light,0,0,0,0,0,2
666.jpg,high_light,0,0,0,0,0,2
24078.jpg,medium_light,1,0,0,0,1,1
13462.jpg,high_light,0,0,0,0,0,2
1173.jpg,high_light,0,0,0,0,0,2
15308.jpg,high_light,0,0,0,0,0,2
4256.jpg,low_light,0,0,0,0,0,0
24422.jpg,medium_light,0,0,0,0,0,1
20753.jpg,medium_light,0,0,0,0,0,1
4194.jpg,low_light,1,0,0,1,0,0
18001.jpg,high_light,1,0,0,1,0,2
17667.jpg,medium_light,0,0,0,0,0,1
21214.jpg,medium_light,0,0,0,0,0,1
14495.jpg,low_light,1,0,1,1,0,0
10289.jpg,low_light,1,1,1,0,1,0
21272.jpg,high_light,0,0,0,0,0,2
1118.jpg,medium_light,0,0,0,0,0,1
9243.jpg,low_light,0,0,0,0,0,0
6583.jpg,low_light,0,0,0,0,0,0
15807.jpg,high_light,1,1,0,1,1,2
1010.jpg,high_light,1,1,1,1,1,2
20358.jpg,medium_light,1,1,0,1,1,1
14892.jpg,high_light,0,0,0,0,0,2
21559.jpg,high_light,0,0,0,0,0,2
9471.jpg,high_light,0,0,0,0,0,2
14112.jpg,medium_light,0,0,0,0,0,1
4219.jpg,medium_light,0,0,0,0,0,1
13466.jpg,medium_light,1,0,1,1,0,1
17798.jpg,high_light,0,0,0,0,0,2
8781.jpg,medium_light,0,0,0,0,0,1
8468.jpg,high_light,1,0,0,0,1,2
13078.jpg,low_light,1,0,0,0,1,0
18989.jpg,high_light,1,0,0,1,0,2
19441.jpg,high_light,0,0,0,0,0,2
18910.jpg,medium_light,0,0,0,0,0,1
2245.jpg,medium_light,1,1,0,1,0,1
23220.jpg,high_light,0,0,0,0,0,2
23416.jpg,high_light,0,0,0,0,0,2
872.jpg,high_light,0,0,0,0,0,2
12527.jpg,medium_light,1,1,0,0,1,1
3428.jpg,low_light,0,0,0,0,0,0
11618.jpg,low_light,1,1,0,0,1,0
18047.jpg,low_light,0,0,0,0,0,0
13020.jpg,medium_light,0,0,0,0,0,1
22677.jpg,low_light,1,1,1,1,1,0
525.jpg,medium_light,1,1,0,1,1,1
377.jpg,low_light,1,1,0,1,0,0
8854.jpg,low_light,0,0,0,0,0,0
19155.jpg,low_light,0,0,0,0,0,0
1182.jpg,low_light,0,0,0,0,0,0
6420.jpg,medium_light,0,0,0,0,0,1
3487.jpg,medium_light,0,0,0,0,0,1
20163.jpg,high_light,1,0,0,0,1,2
20916.jpg,low_light,0,0,0,0,0,0
4423.jpg,high_light,1,0,0,0,1,2
21913.jpg,low_light,1,0,0,1,1,0
14088.jpg,high_light,1,1,0,0,0,2
19251.jpg,low_light,0,0,0,0,0,0
19215.jpg,low_light,0,0,0,0,0,0
19917.jpg,high_light,1,0,0,0,1,2
10426.jpg,medium_light,0,0,0,0,0,1
12518.jpg,high_light,1,0,0,0,1,2
7544.jpg,medium_light,0,0,0,0,0,1
22216.jpg,medium_light,0,0,0,0,0,1
10004.jpg,high_light,0,0,0,0,0,2
3766.jpg,high_light,0,0,0,0,0,2
1376.jpg,high_light,0,0,0,0,0,2
18829.jpg,medium_light,1,0,1,0,1,1
8358.jpg,high_light,0,0,0,0,0,2
5047.jpg,medium_light,0,0,0,0,0,1
24569.jpg,high_light,0,0,0,0,0,2
22589.jpg,medium_light,0,0,0,0,0,1
15418.jpg,low_light,0,0,0,0,0,0
1513.jpg,high_light,0,0,0,0,0,2
24193.jpg,low_light,0,0,0,0,0,0
3337.jpg,low_light,1,0,0,0,1,0
6565.jpg,low_light,0,0,0,0,0,0
8026.jpg,high_light,1,0,0,0,1,2
886.jpg,low_light,0,0,0,0,0,0
7729.jpg,medium_light,1,0,1,1,0,1
10044.jpg,medium_light,1,1,0,0,0,1
20050.jpg,low_light,0,0,0,0,0,0
17379.jpg,medium_light,0,0,0,0,0,1
3046.jpg,medium_light,0,0,0,0,0,1
16805.jpg,low_light,1,0,0,1,0,0
24431.jpg,low_light,1,1,0,0,1,0
23833.jpg,high_light,0,0,0,0,0,2
1883.jpg,high_light,0,0,0,0,0,2
16542.jpg,high_light,1,1,0,0,0,2
15162.jpg,medium_light,0,0,0,0,0,1
16037.jpg,medium_light,0,0,0,0,0,1
19835.jpg,low_light,1,1,1,1,0,0
18243.jpg,medium_light,1,1,0,0,0,1
23695.jpg,medium_light,0,0,0,0,0,1
19739.jpg,low_light,1,0,0,1,1,0
10813.jpg,medium_light,0,0,0,0,0,1
1260.jpg,medium_light,0,0,0,0,0,1
13041.jpg,medium_light,0,0,0,0,0,1
8528.jpg,medium_light,0,0,0,0,0,1
24003.jpg,medium_light,0,0,0,0,0,1
13917.jpg,medium_light,0,0,0,0,0,1
2328.jpg,medium_light,1,0,0,0,1,1
21089.jpg,medium_light,0,0,0,0,0,1
559.jpg,low_light,1,1,0,0,1,0
12439.jpg,low_light,0,0,0,0,0,0
8567.jpg,medium_light,1,1,0,1,1,1
13168.jpg,medium_light,1,1,0,0,1,1
8827.jpg,high_light,0,0,0,0,0,2
21648.jpg,low_light,0,0,0,0,0,0
372.jpg,medium_light,0,0,0,0,0,1
6122.jpg,high_light,1,1,0,0,0,2
24785.jpg,medium_light,0,0,0,0,0,1
1788.jpg,medium_light,1,1,0,1,0,1
20811.jpg,medium_light,0,0,0,0,0,1
13357.jpg,low_light,0,0,0,0,0,0
1880.jpg,high_light,0,0,0,0,0,2
3139.jpg,medium_light,1,1,1,0,1,1
20297.jpg,low_light,0,0,0,0,0,0
15185.jpg,medium_light,1,0,0,1,1,1
18138.jpg,high_light,0,0,0,0,0,2
5604.jpg,medium_light,0,0,0,0,0,1
19568.jpg,low_light,1,1,0,1,0,0
14505.jpg,high_light,0,0,0,0,0,2
13616.jpg,low_light,0,0,0,0,0,0
19489.jpg,low_light,1,0,1,1,0,0
24.jpg,low_light,1,1,0,1,1,0
16465.jpg,high_light,0,0,0,0,0,2
8564.jpg,medium_light,0,0,0,0,0,1
24175.jpg,medium_light,1,1,0,1,1,1
18487.jpg,medium_light,0,0,0,0,0,1
14597.jpg,low_light,1,0,0,0,1,0
15153.jpg,low_light,0,0,0,0,0,0
13386.jpg,high_light,0,0,0,0,0,2
21183.jpg,medium_light,0,0,0,0,0,1
15625.jpg,medium_light,0,0,0,0,0,1
19246.jpg,low_light,1,0,0,0,1,0
19714.jpg,medium_light,0,0,0,0,0,1
16462.jpg,high_light,1,0,0,0,1,2
1929.jpg,high_light,1,1,0,0,0,2
18239.jpg,high_light,0,0,0,0,0,2
6062.jpg,high_light,0,0,0,0,0,2
16524.jpg,high_light,0,0,0,0,0,2
22008.jpg,high_light,0,0,0,0,0,2
3390.jpg,medium_light,0,0,0,0,0,1
8737.jpg,medium_light,1,1,0,1,1,1
11742.jpg,high_light,0,0,0,0,0,2
21119.jpg,medium_light,0,0,0,0,0,1
16468.jpg,medium_light,0,0,0,0,0,1
17277.jpg,medium_light,0,0,0,0,0,1
21685.jpg,low_light,1,1,0,0,0,0
17471.jpg,medium_light,0,0,0,0,0,1
20173.jpg,high_light,0,0,0,0,0,2
21133.jpg,low_light,1,0,0,0,1,0
4892.jpg,low_light,0,0,0,0,0,0
4585.jpg,low_light,0,0,0,0,0,0
13734.jpg,low_light,1,1,0,0,0,0
12007.jpg,low_light,0,0,0,0,0,0
24947.jpg,high_light,0,0,0,0,0,2
22010.jpg,medium_light,1,1,0,1,1,1
23456.jpg,low_light,1,1,0,1,0,0
4861.jpg,high_light,0,0,0,0,0,2
7674.jpg,medium_light,0,0,0,0,0,1
1148.jpg,medium_light,1,1,0,0,0,1
11157.jpg,medium_light,0,0,0,0,0,1
17090.jpg,high_light,1,1,0,0,0,2
16092.jpg,low_light,1,0,1,0,1,0
16603.jpg,low_light,0,0,0,0,0,0
6394.jpg,medium_light,0,0,0,0,0,1
20198.jpg,medium_light,1,1,0,1,0,1
21843.jpg,low_light,1,0,0,1,0,0
2597.jpg,low_light,1,0,0,1,1,0
17576.jpg,medium_light,0,0,0,0,0,1
9696.jpg,medium_light,1,0,0,1,0,1
22671.jpg,low_light,1,1,0,0,0,0
24217.jpg,high_light,1,1,0,1,0,2
9867.jpg,low_light,1,1,0,0,1,0
24790.jpg,medium_light,1,1,1,1,0,1
15696.jpg,high_light,1,0,0,0,1,2
18398.jpg,low_light,0,0,0,0,0,0
20169.jpg,low_light,0,0,0,0,0,0
10378.jpg,high_light,0,0,0,0,0,2
18659.jpg,low_light,1,0,0,1,0,0
24405.jpg,low_light,1,1,0,1,1,0
2558.jpg,high_light,0,0,0,0,0,2
20930.jpg,medium_light,0,0,0,0,0,1
643.jpg,high_light,0,0,0,0,0,2
2296.jpg,high_light,0,0,0,0,0,2
15339.jpg,medium_light,1,0,0,1,1,1
19639.jpg,high_light,0,0,0,0,0,2
19019.jpg,medium_light,1,0,1,1,1,1
755.jpg,medium_light,1,0,0,1,1,1
8048.jpg,high_light,0,0,0,0,0,2
9137.jpg,high_light,1,0,0,0,1,2
15598.jpg,high_light,0,0,0,0,0,2
3073.jpg,medium_light,1,0,1,1,0,1
5556.jpg,medium_light,1,0,0,0,1,1
6140.jpg,high_light,0,0,0,0,0,2
5362.jpg,high_light,0,0,0,0,0,2
2721.jpg,medium_light,0,0,0,0,0,1
3900.jpg,low_light,1,1,1,1,1,0
1218.jpg,medium_light,0,0,0,0,0,1
16416.jpg,medium_light,1,1,0,0,1,1
24831.jpg,low_light,0,0,0,0,0,0
10497.jpg,high_light,0,0,0,0,0,2
8406.jpg,medium_light,1,1,0,1,1,1
10182.jpg,medium_light,0,0,0,0,0,1
8699.jpg,medium_light,0,0,0,0,0,1
16100.jpg,low_light,1,1,0,0,0,0
15250.jpg,high_light,0,0,0,0,0,2
2974.jpg,low_light,1,0,0,1,0,0
12372.jpg,medium_light,0,0,0,0,0,1
23664.jpg,high_light,0,0,0,0,0,2
6933.jpg,medium_light,0,0,0,0,0,1
21681.jpg,medium_light,1,1,0,1,0,1
22949.jpg,medium_light,0,0,0,0,0,1
13296.jpg,high_light,0,0,0,0,0,2
8037.jpg,medium_light,0,0,0,0,0,1
24351.jpg,low_light,1,1,0,1,1,0
603.jpg,low_light,0,0,0,0,0,0
13633.jpg,low_light,1,1,0,1,1,0
22177.jpg,low_light,1,1,0,0,0,0
1667.jpg,high_light,0,0,0,0,0,2
10476.jpg,medium_light,1,0,0,1,1,1
22392.jpg,high_light,1,0,0,0,1,2
22277.jpg,low_light,1,1,1,1,0,0
18144.jpg,high_light,0,0,0,0,0,2
8119.jpg,low_light,1,0,1,1,0,0
7112.jpg,low_light,1,0,0,0,1,0
5306.jpg,high_light,1,0,0,0,1,2
8478.jpg,medium_light,0,0,0,0,0,1
1492.jpg,low_light,0,0,0,0,0,0
13403.jpg,medium_light,0,0,0,0,0,1
15722.jpg,low_light,0,0,0,0,0,0
22413.jpg,low_light,1,0,1,1,1,0
10279.jpg,high_light,1,1,0,0,0,2
23926.jpg,low_light,1,0,0,1,0,0
51.jpg,medium_light,1,0,0,0,1,1
6303.jpg,medium_light,0,0,0,0,0,1
19405.jpg,medium_light,0,0,0,0,0,1
7859.jpg,high_light,1,0,0,1,0,2
6192.jpg,high_light,1,1,0,1,0,2
6705.jpg,high_light,1,1,0,0,1,2
2675.jpg,medium_light,1,1,0,0,0,1
5572.jpg,high_light,0,0,0,0,0,2
11104.jpg,medium_light,0,0,0,0,0,1
5854.jpg,high_light,0,0,0,0,0,2
1682.jpg,high_light,0,0,0,0,0,2
6829.jpg,medium_light,0,0,0,0,0,1
22777.jpg,medium_light,0,0,0,0,0,1
4098.jpg,low_light,1,0,0,1,0,0
2260.jpg,medium_light,1,0,0,1,0,1
5929.jpg,low_light,1,1,1,1,1,0
20522.jpg,high_light,0,0,0,0,0,2
5037.jpg,medium_light,1,1,0,1,0,1
16095.jpg,high_light,0,0,0,0,0,2
17247.jpg,low_light,0,0,0,0,0,0
11899.jpg,high_light,1,1,0,0,1,2
8982.jpg,medium_light,1,0,0,1,0,1
19655.jpg,medium_light,0,0,0,0,0,1
19047.jpg,low_light,0,0,0,0,0,0
13909.jpg,high_light,0,0,0,0,0,2
9335.jpg,low_light,1,1,0,1,1,0
5196.jpg,low_light,1,0,0,0,1,0
13128.jpg,low_light,0,0,0,0,0,0
6628.jpg,high_light,0,0,0,0,0,2
12332.jpg,high_light,0,0,0,0,0,2
21240.jpg,high_light,0,0,0,0,0,2
463.jpg,low_light,1,1,0,1,1,0
1436.jpg,high_light,0,0,0,0,0,2
8002.jpg,high_light,1,0,1,0,0,2
3458.jpg,medium_light,0,0,0,0,0,1
10311.jpg,medium_light,1,1,0,1,0,1
6880.jpg,low_light,0,0,0,0,0,0
2902.jpg,medium_light,1,1,0,0,1,1
4463.jpg,low_light,0,0,0,0,0,0
4440.jpg,high_light,0,0,0,0,0,2
15641.jpg,medium_light,0,0,0,0,0,1
22027.jpg,high_light,1,1,0,0,0,2
20862.jpg,low_light,0,0,0,0,0,0
19492.jpg,low_light,0,0,0,0,0,0
6279.jpg,low_light,0,0,0,0,0,0
21131.jpg,high_light,0,0,0,0,0,2
10091.jpg,low_light,1,0,0,0,1,0
22221.jpg,high_light,0,0,0,0,0,2
17877.jpg,high_light,1,0,1,0,0,2
1928.jpg,medium_light,1,0,0,1,0,1
2148.jpg,low_light,1,0,1,0,1,0
24421.jpg,medium_light,1,1,0,1,0,1
17585.jpg,high_light,0,0,0,0,0,2
13308.jpg,low_light,0,0,0,0,0,0
11478.jpg,low_light,1,1,0,1,0,0
9552.jpg,medium_light,0,0,0,0,0,1
5531.jpg,high_light,0,0,0,0,0,2
10551.jpg,high_light,0,0,0,0,0,2
17380.jpg,low_light,1,0,1,0,0,0
2428.jpg,medium_light,0,0,0,0,0,1
1932.jpg,high_light,0,0,0,0,0,2
24553.jpg,high_light,0,0,0,0,0,2
18778.jpg,high_light,0,0,0,0,0,2
15910.jpg,high_light,1,0,0,0,1,2
3019.jpg,low_light,1,0,1,0,0,0
12043.jpg,medium_light,0,0,0,0,0,1
2662.jpg,medium_light,0,0,0,0,0,1
13074.jpg,high_light,0,0,0,0,0,2
11475.jpg,high_light,0,0,0,0,0,2
9767.jpg,high_light,0,0,0,0,0,2
17499.jpg,low_light,1,1,0,1,1,0
3782.jpg,medium_light,1,1,0,0,0,1
1909.jpg,low_light,1,1,0,1,1,0
24904.jpg,low_light,0,0,0,0,0,0
1213.jpg,high_light,0,0,0,0,0,2
23860.jpg,low_light,0,0,0,0,0,0
7849.jpg,high_light,0,0,0,0,0,2
2402.jpg,medium_light,1,0,0,1,1,1
23683.jpg,low_light,1,0,1,0,0,0
13783.jpg,medium_light,1,1,1,1,1,1
5167.jpg,high_light,0,0,0,0,0,2
23625.jpg,medium_light,1,0,0,1,0,1
22499.jpg,high_light,0,0,0,0,0,2
2818.jpg,high_light,0,0,0,0,0,2
19625.jpg,medium_light,1,0,0,1,1,1
21618.jpg,high_light,1,0,0,0,1,2
20372.jpg,medium_light,0,0,0,0,0,1
515.jpg,low_light,1,0,0,1,0,0
8801.jpg,low_light,0,0,0,0,0,0
23324.jpg,medium_light,0,0,0,0,0,1
11432.jpg,high_light,0,0,0,0,0,2
19139.jpg,low_light,0,0,0,0,0,0
