filename,privacy_blurs,date,time,lat,lng,datetime
14584.jpg,[],18-02-20,15:07,52.3447188,4.8399613,18-02-20 15:07
5139.jpg,[],19-02-20,7:29,52.3469817,4.8476682,19-02-20 7:29
10868.jpg,[],19-02-20,7:29,52.3469338,4.8476418,19-02-20 7:29
15811.jpg,[],19-02-20,7:29,52.3478569,4.8500866,19-02-20 7:29
10408.jpg,[],19-02-20,7:29,52.3474767,4.8493966,19-02-20 7:29
13167.jpg,[],19-02-20,7:30,52.3481604,4.8504503,19-02-20 7:30
16800.jpg,[],19-02-20,7:30,52.3491876,4.8494263,19-02-20 7:30
3438.jpg,[],19-02-20,7:30,52.3485227,4.8511634,19-02-20 7:30
8277.jpg,[],19-02-20,7:31,52.3522632,4.8503706,19-02-20 7:31
23550.jpg,[],19-02-20,7:31,52.349553,4.849217,19-02-20 7:31
8922.jpg,[],19-02-20,7:31,52.3511025,4.8498237,19-02-20 7:31
14120.jpg,[],19-02-20,7:31,52.3492574,4.8492351,19-02-20 7:31
19063.jpg,[],19-02-20,7:32,52.3517224,4.8505343,19-02-20 7:32
2217.jpg,[],19-02-20,7:33,52.3572214,4.8508936,19-02-20 7:33
18012.jpg,[],19-02-20,7:33,52.3571077,4.8526495,19-02-20 7:33
22426.jpg,[],19-02-20,7:33,52.3572217,4.8506405,19-02-20 7:33
1646.jpg,[],19-02-20,7:33,52.3564491,4.8503286,19-02-20 7:33
6974.jpg,[],19-02-20,7:34,52.3561885,4.8526068,19-02-20 7:34
10524.jpg,['0 0.826389 0.569901 0.0805556 0.222039\n'],19-02-20,7:35,52.3529691,4.8503732,19-02-20 7:35
22013.jpg,"['0 0.325463 0.535362 0.0194444 0.0641447\n', '0 0.743981 0.626645 0.0694444 0.509868\n']",19-02-20,7:36,52.3513293,4.849497,19-02-20 7:36
17575.jpg,[],19-02-20,7:36,52.3508221,4.8540468,19-02-20 7:36
20903.jpg,[],19-02-20,7:37,52.3513703,4.8563639,19-02-20 7:37
21958.jpg,"['0 0.739352 0.606086 0.0101852 0.0542763\n', '1 0.5310185185185186 0.6110197368421053 0.019444444444444445 0.10032894736842106\n', '1 0.5578703703703703 0.6151315789473685 0.01574074074074074 0.1118421052631579\n']",19-02-20,7:37,52.3513676,4.8562532,19-02-20 7:37
7316.jpg,[],19-02-20,7:38,52.3494248,4.8553538,19-02-20 7:38
10495.jpg,['0 0.320833 0.680921 0.0935185 0.194079\n'],19-02-20,7:38,52.3502846,4.8545836,19-02-20 7:38
24693.jpg,[],19-02-20,7:39,52.3500258,4.853345,19-02-20 7:39
20112.jpg,[],19-02-20,7:39,52.3501908,4.8541094,19-02-20 7:39
8180.jpg,[],19-02-20,7:39,52.3501966,4.8533132,19-02-20 7:39
19733.jpg,[],19-02-20,7:41,52.351537,4.8566235,19-02-20 7:41
10114.jpg,"['0 0.789352 0.569901 0.0324074 0.0575658\n', '0 0.762037 0.574013 0.0259259 0.0625\n']",19-02-20,7:41,52.3529095,4.8560819,19-02-20 7:41
18029.jpg,[],19-02-20,7:41,52.3540551,4.8556988,19-02-20 7:41
1151.jpg,[],19-02-20,7:41,52.354108,4.8555524,19-02-20 7:41
14600.jpg,[],19-02-20,7:42,52.3531658,4.8534241,19-02-20 7:42
207.jpg,[],19-02-20,7:42,52.3540235,4.8549678,19-02-20 7:42
1074.jpg,[],19-02-20,7:42,52.3532195,4.8537353,19-02-20 7:42
13031.jpg,[],19-02-20,7:43,52.3534822,4.8550128,19-02-20 7:43
15584.jpg,['1 0.08425925925925926 0.49588815789473684 0.022222222222222223 0.09375\n'],19-02-20,7:43,52.353567,4.8553969,19-02-20 7:43
14611.jpg,[],19-02-20,7:43,52.3534061,4.8546214,19-02-20 7:43
24059.jpg,['1 0.0787037037037037 0.4942434210526316 0.025925925925925925 0.10032894736842106\n'],19-02-20,7:43,52.3535562,4.8553947,19-02-20 7:43
16027.jpg,[],19-02-20,7:45,52.353545,4.855402,19-02-20 7:45
14939.jpg,[],19-02-20,7:46,52.3535559,4.8553833,19-02-20 7:46
6747.jpg,[],19-02-20,7:46,52.3535711,4.8557853,19-02-20 7:46
4104.jpg,[],19-02-20,7:46,52.3535662,4.8554007,19-02-20 7:46
5270.jpg,[],19-02-20,7:47,52.3535711,4.8557853,19-02-20 7:47
24682.jpg,[],19-02-20,7:48,52.3529196,4.8532747,19-02-20 7:48
10492.jpg,[],19-02-20,7:49,52.3518702,4.8531978,19-02-20 7:49
14629.jpg,[],19-02-20,7:49,52.3518399,4.8530567,19-02-20 7:49
17401.jpg,[],19-02-20,7:49,52.3521428,4.8541075,19-02-20 7:49
1128.jpg,[],19-02-20,7:50,52.352041,4.8561937,19-02-20 7:50
17013.jpg,[],19-02-20,7:51,52.3513303,4.8538054,19-02-20 7:51
11089.jpg,[],19-02-20,7:51,52.3509117,4.8543537,19-02-20 7:51
13002.jpg,['0 0.714352 0.54852 0.0527778 0.116776\n'],19-02-20,7:51,52.350878,4.8534702,19-02-20 7:51
3970.jpg,[],19-02-20,7:54,52.3471692,4.8640805,19-02-20 7:54
2584.jpg,['0 0.807407 0.506579 0.0481481 0.236842\n'],19-02-20,7:54,52.3478329,4.8624332,19-02-20 7:54
10235.jpg,[],19-02-20,7:58,52.3519209,4.8582112,19-02-20 7:58
1979.jpg,[],19-02-20,8:00,52.3560733,4.8709619,19-02-20 8:00
3389.jpg,[],19-02-20,8:01,52.3571191,4.8748878,19-02-20 8:01
2768.jpg,[],19-02-20,8:02,52.3586807,4.8775019,19-02-20 8:02
11851.jpg,['1 0.9879629629629629 0.5945723684210527 0.011111111111111112 0.044407894736842105\n'],19-02-20,8:03,52.3568079,4.8792941,19-02-20 8:03
14707.jpg,[],19-02-20,8:04,52.3559235,4.8815718,19-02-20 8:04
2702.jpg,[],19-02-20,8:05,52.3532171,4.8847929,19-02-20 8:05
4355.jpg,[],19-02-20,8:05,52.354436,4.8844383,19-02-20 8:05
4246.jpg,['0 0.278704 0.514803 0.0296296 0.0460526\n'],19-02-20,8:07,52.3545651,4.8822309,19-02-20 8:07
984.jpg,[],19-02-20,8:07,52.3532114,4.8819942,19-02-20 8:07
13510.jpg,"['0 0.394907 0.537007 0.0527778 0.162829\n', '0 0.393519 0.536184 0.175926 0.177632\n']",19-02-20,8:08,52.3548173,4.8834999,19-02-20 8:08
4584.jpg,[],19-02-20,8:09,52.3555863,4.8845358,19-02-20 8:09
2991.jpg,[],19-02-20,12:49,52.3469956,4.8477227,19-02-20 12:49
21011.jpg,[],19-02-20,12:50,52.3491502,4.8511313,19-02-20 12:50
15852.jpg,[],19-02-20,12:50,52.3492079,4.8504735,19-02-20 12:50
6784.jpg,[],19-02-20,12:50,52.3484244,4.8509102,19-02-20 12:50
6633.jpg,[],19-02-20,12:52,52.3492159,4.8504916,19-02-20 12:52
9148.jpg,[],19-02-20,12:52,52.3491865,4.8501396,19-02-20 12:52
18628.jpg,[],19-02-20,12:53,52.3494688,4.8490959,19-02-20 12:53
7686.jpg,['0 0.918056 0.472862 0.0194444 0.0608553\n'],19-02-20,12:54,52.3556242,4.8503848,19-02-20 12:54
17003.jpg,[],19-02-20,12:54,52.3572487,4.8523075,19-02-20 12:54
1557.jpg,['0 0.756481 0.440789 0.0148148 0.0296053\n'],19-02-20,12:57,52.3513061,4.8495137,19-02-20 12:57
20290.jpg,"['0 0.0305556 0.497533 0.0351852 0.113487\n', '0 0.436111 0.537007 0.0611111 0.274671\n']",19-02-20,12:57,52.3510186,4.8509422,19-02-20 12:57
11857.jpg,[],19-02-20,13:14,52.3508377,4.8522887,19-02-20 13:14
9223.jpg,[],19-02-20,13:16,52.3498642,4.8545618,19-02-20 13:16
4650.jpg,"['0 0.176389 0.195724 0.156481 0.3125\n', '0 0.704167 0.495888 0.012037 0.0509868\n', '1 0.35509259259259257 0.6636513157894737 0.09907407407407408 0.21546052631578946\n']",19-02-20,13:18,52.3534344,4.8534267,19-02-20 13:18
18453.jpg,['0 0.937963 0.560855 0.0388889 0.0559211\n'],19-02-20,13:18,52.3517005,4.8564415,19-02-20 13:18
18599.jpg,['0 0.0842593 0.551809 0.168519 0.853618\n'],19-02-20,13:18,52.3537754,4.8538947,19-02-20 13:18
17995.jpg,[],19-02-20,13:18,52.3539885,4.8548108,19-02-20 13:18
2025.jpg,[],19-02-20,13:20,52.3535943,4.8556957,19-02-20 13:20
18622.jpg,[],19-02-20,13:23,52.3531417,4.855838,19-02-20 13:23
17032.jpg,[],19-02-20,13:23,52.3531424,4.8558584,19-02-20 13:23
13131.jpg,[],19-02-20,13:24,52.3517468,4.8550601,19-02-20 13:24
20310.jpg,[],19-02-20,13:26,52.3512947,4.8566651,19-02-20 13:26
8530.jpg,[],19-02-20,13:28,52.3479329,4.8622288,19-02-20 13:28
23462.jpg,[],19-02-20,13:30,52.3497411,4.8581136,19-02-20 13:30
20492.jpg,[],19-02-20,13:30,52.3503731,4.8593921,19-02-20 13:30
20771.jpg,[],19-02-20,13:31,52.3503731,4.8593921,19-02-20 13:31
22379.jpg,"['0 0.636111 0.646382 0.00925926 0.0361842\n', '0 0.443981 0.666941 0.00833333 0.0378289\n', '0 0.503241 0.664474 0.00833333 0.0361842\n', '0 0.62037 0.647204 0.00740741 0.0345395\n', '1 0.2675925925925926 0.6768092105263158 0.009259259259259259 0.06414473684210527\n', '1 0.40555555555555556 0.671875 0.009259259259259259 0.05098684210526316\n', '1 0.32407407407407407 0.671875 0.011111111111111112 0.054276315789473686\n', '1 0.3125 0.6710526315789473 0.010185185185185186 0.05921052631578947\n', '1 0.9884259259259259 0.631578947368421 0.012037037037037037 0.05921052631578947\n', '1 0.3768518518518518 0.6710526315789473 0.011111111111111112 0.05921052631578947\n']",19-02-20,13:35,52.355776,4.8796599,19-02-20 13:35
6388.jpg,[],19-02-20,13:36,52.3552135,4.8839812,19-02-20 13:36
18582.jpg,[],19-02-20,13:39,52.3545143,4.8820657,19-02-20 13:39
22563.jpg,[],19-02-20,13:39,52.3548898,4.8842419,19-02-20 13:39
21530.jpg,[],19-02-20,13:39,52.3543638,4.8851248,19-02-20 13:39
16639.jpg,[],19-02-20,13:40,52.3557042,4.8850984,19-02-20 13:40
11382.jpg,[],19-02-20,13:41,52.3566551,4.8841475,19-02-20 13:41
22738.jpg,[],19-02-20,13:44,52.3595652,4.8833134,19-02-20 13:44
5899.jpg,"['0 0.661574 0.481086 0.0305556 0.0674342\n', '0 0.683796 0.479441 0.0175926 0.0608553\n', '0 0.822222 0.469572 0.344444 0.866776\n']",19-02-20,13:45,52.3589456,4.8813048,19-02-20 13:45
10119.jpg,[],20-02-20,7:34,52.346979,4.8476323,20-02-20 7:34
16339.jpg,['0 0.169907 0.622533 0.0546296 0.0805921\n'],20-02-20,7:35,52.3477457,4.8497383,20-02-20 7:35
2194.jpg,[],20-02-20,7:35,52.3478912,4.8501136,20-02-20 7:35
24024.jpg,[],20-02-20,7:36,52.3493927,4.8490478,20-02-20 7:36
12918.jpg,[],20-02-20,7:37,52.3510516,4.8498807,20-02-20 7:37
2705.jpg,[],20-02-20,7:38,52.3556073,4.8502697,20-02-20 7:38
14788.jpg,[],20-02-20,7:38,52.3555078,4.8500581,20-02-20 7:38
14298.jpg,[],20-02-20,7:38,52.3572031,4.8498881,20-02-20 7:38
9833.jpg,[],20-02-20,7:38,52.356012,4.8495834,20-02-20 7:38
15898.jpg,[],20-02-20,7:38,52.3570296,4.8494539,20-02-20 7:38
7743.jpg,[],20-02-20,7:39,52.3571785,4.8503332,20-02-20 7:39
20859.jpg,[],20-02-20,7:39,52.3566157,4.8517954,20-02-20 7:39
7677.jpg,[],20-02-20,7:40,52.3548939,4.8501932,20-02-20 7:40
9825.jpg,[],20-02-20,7:40,52.3549254,4.8500312,20-02-20 7:40
24589.jpg,[],20-02-20,7:41,52.3516902,4.850236,20-02-20 7:41
8238.jpg,[],20-02-20,7:41,52.3529908,4.8503977,20-02-20 7:41
24811.jpg,['1 0.24583333333333332 0.662828947368421 0.030555555555555555 0.1611842105263158\n'],20-02-20,7:42,52.3508219,4.8538334,20-02-20 7:42
24524.jpg,['0 0.662963 0.691612 0.216667 0.425987\n'],20-02-20,7:42,52.3508822,4.852981,20-02-20 7:42
9843.jpg,['1 0.9337962962962963 0.4498355263157895 0.030555555555555555 0.044407894736842105\n'],20-02-20,7:43,52.3499637,4.8574542,20-02-20 7:43
18827.jpg,[],20-02-20,7:44,52.3500055,4.8545378,20-02-20 7:44
20908.jpg,"['0 0.575463 0.604441 0.0935185 0.166118\n', '0 0.827778 0.518092 0.0537037 0.131579\n']",20-02-20,7:44,52.3501107,4.8539589,20-02-20 7:44
14775.jpg,[],20-02-20,7:44,52.3499637,4.8574542,20-02-20 7:44
13321.jpg,[],20-02-20,7:45,52.3507559,4.8534099,20-02-20 7:45
8767.jpg,"['0 0.21713 0.532072 0.0342593 0.120066\n', '0 0.493056 0.641447 0.100926 0.141447\n']",20-02-20,7:45,52.3509384,4.8545287,20-02-20 7:45
7030.jpg,[],20-02-20,7:45,52.3504637,4.8534088,20-02-20 7:45
1605.jpg,[],20-02-20,7:45,52.3500184,4.8535479,20-02-20 7:45
8857.jpg,[],20-02-20,7:46,52.3540559,4.8550641,20-02-20 7:46
19621.jpg,[],20-02-20,7:46,52.3513832,4.8562241,20-02-20 7:46
23966.jpg,['0 0.753241 0.587993 0.0398148 0.0707237\n'],20-02-20,7:46,52.3541068,4.8555814,20-02-20 7:46
24114.jpg,['0 0.269907 0.560033 0.0712963 0.189145\n'],20-02-20,7:46,52.3539844,4.8557321,20-02-20 7:46
23758.jpg,[],20-02-20,7:46,52.3528274,4.8561196,20-02-20 7:46
16368.jpg,[],20-02-20,7:47,52.353632,4.8534647,20-02-20 7:47
19779.jpg,[],20-02-20,7:47,52.3539289,4.854602,20-02-20 7:47
18457.jpg,['0 0.493519 0.476151 0.0185185 0.0674342\n'],20-02-20,7:48,52.3526855,4.8560936,20-02-20 7:48
511.jpg,"['0 0.566667 0.61102 0.037037 0.0773026\n', '0 0.528241 0.620066 0.0435185 0.0888158\n']",20-02-20,7:48,52.3521036,4.8562124,20-02-20 7:48
14474.jpg,[],20-02-20,7:48,52.3536191,4.8557058,20-02-20 7:48
11338.jpg,[],20-02-20,7:48,52.3532908,4.8559599,20-02-20 7:48
18674.jpg,[],20-02-20,7:48,52.3536701,4.8558225,20-02-20 7:48
13759.jpg,[],20-02-20,7:49,52.3484547,4.8607357,20-02-20 7:49
1011.jpg,['0 0.598611 0.471217 0.0731481 0.126645\n'],20-02-20,7:49,52.349306,4.8588374,20-02-20 7:49
16353.jpg,['0 0.30787 0.624178 0.0694444 0.185855\n'],20-02-20,7:50,52.3472256,4.8639461,20-02-20 7:50
13952.jpg,[],20-02-20,7:51,52.346697,4.8654265,20-02-20 7:51
6073.jpg,[],20-02-20,7:51,52.348438,4.860926,20-02-20 7:51
7322.jpg,[],20-02-20,7:52,52.3493629,4.8588053,20-02-20 7:52
12149.jpg,[],20-02-20,7:53,52.3528677,4.8618755,20-02-20 7:53
5549.jpg,[],20-02-20,7:53,52.351584,4.856708,20-02-20 7:53
481.jpg,[],20-02-20,7:54,52.3533925,4.8637857,20-02-20 7:54
1302.jpg,[],20-02-20,7:54,52.354153,4.8666312,20-02-20 7:54
20889.jpg,[],20-02-20,7:54,52.3549216,4.8679572,20-02-20 7:54
2582.jpg,[],20-02-20,7:54,52.353203,4.8631274,20-02-20 7:54
7294.jpg,['0 0.384259 0.664474 0.0277778 0.164474\n'],20-02-20,7:55,52.3569963,4.874256,20-02-20 7:55
14960.jpg,[],20-02-20,7:55,52.3554523,4.8685423,20-02-20 7:55
5694.jpg,[],20-02-20,7:55,52.3559333,4.8704331,20-02-20 7:55
16943.jpg,[],20-02-20,7:56,52.3586904,4.8776643,20-02-20 7:56
17889.jpg,[],20-02-20,7:57,52.3586945,4.8780723,20-02-20 7:57
14622.jpg,[],20-02-20,7:57,52.3580134,4.878332,20-02-20 7:57
3377.jpg,[],20-02-20,7:57,52.3584965,4.8782023,20-02-20 7:57
13612.jpg,[],20-02-20,7:58,52.3565287,4.8794489,20-02-20 7:58
8379.jpg,"['0 0.863426 0.635691 0.0138889 0.0641447\n', '0 0.819907 0.635691 0.0157407 0.0740132\n', '0 0.380093 0.672697 0.00833333 0.0493421\n', '0 0.843982 0.634046 0.0175926 0.0707237\n', '0 0.828704 0.634868 0.012963 0.0723684\n', '0 0.805556 0.634046 0.0166667 0.0805921\n', '0 0.725926 0.631579 0.012963 0.0921053\n', '0 0.282407 0.640625 0.012963 0.0509868\n', '0 0.714815 0.619243 0.0111111 0.0608553\n', '0 0.693981 0.637336 0.012037 0.0904605\n']",20-02-20,7:58,52.3561413,4.8810059,20-02-20 7:58
19696.jpg,[],20-02-20,7:59,52.3545366,4.8843473,20-02-20 7:59
22166.jpg,[],20-02-20,7:59,52.3558333,4.8820518,20-02-20 7:59
5702.jpg,[],20-02-20,7:59,52.3543015,4.8844425,20-02-20 7:59
23342.jpg,[],20-02-20,8:00,52.3538619,4.884462,20-02-20 8:00
8637.jpg,[],20-02-20,8:00,52.3535101,4.884624,20-02-20 8:00
16514.jpg,[],20-02-20,8:00,52.3523596,4.8849516,20-02-20 8:00
22084.jpg,[],20-02-20,8:01,52.3528726,4.8829856,20-02-20 8:01
12602.jpg,[],20-02-20,8:02,52.353651,4.8817463,20-02-20 8:02
5341.jpg,"['0 0.511111 0.639803 0.0259259 0.111842\n', '1 0.5847222222222223 0.6537828947368421 0.026851851851851852 0.08388157894736842\n', '1 0.7546296296296297 0.6274671052631579 0.025925925925925925 0.11677631578947369\n']",20-02-20,8:03,52.3545429,4.8861321,20-02-20 8:03
2716.jpg,['1 0.6953703703703704 0.6398026315789473 0.024074074074074074 0.08881578947368421\n'],20-02-20,8:03,52.3543371,4.8847447,20-02-20 8:03
1033.jpg,[],20-02-20,8:03,52.354636,4.886231,20-02-20 8:03
373.jpg,[],20-02-20,8:04,52.3557445,4.886877,20-02-20 8:04
973.jpg,['1 0.6976851851851852 0.602796052631579 0.021296296296296296 0.0805921052631579\n'],20-02-20,8:04,52.3555869,4.8845159,20-02-20 8:04
22955.jpg,[],20-02-20,8:04,52.3557339,4.8839537,20-02-20 8:04
21238.jpg,[],20-02-20,8:04,52.3557483,4.8863091,20-02-20 8:04
6522.jpg,['0 0.452778 0.588816 0.0222222 0.0723684\n'],20-02-20,13:18,52.3537108,4.8845294,20-02-20 13:18
23905.jpg,['0 0.441204 0.696546 0.0842593 0.15625\n'],20-02-20,13:22,52.3545674,4.8852921,20-02-20 13:22
14943.jpg,[],20-02-20,13:23,52.3588947,4.8852977,20-02-20 13:23
752.jpg,"['0 0.93287 0.622533 0.0157407 0.0279605\n', '0 0.637037 0.617599 0.0111111 0.0542763\n', '1 0.5120370370370371 0.6258223684210527 0.007407407407407408 0.03125\n', '1 0.46064814814814814 0.6307565789473685 0.010185185185185186 0.044407894736842105\n']",20-02-20,13:25,52.3600422,4.8868231,20-02-20 13:25
8704.jpg,"['0 0.786574 0.606086 0.0157407 0.0279605\n', '0 0.863889 0.601974 0.0185185 0.0328947\n', '0 0.914352 0.648849 0.0416667 0.123355\n', '1 0.34629629629629627 0.6620065789473685 0.024074074074074074 0.0805921052631579\n', '1 0.23935185185185184 0.6726973684210527 0.008333333333333333 0.03618421052631579\n', '1 0.21712962962962962 0.6743421052631579 0.004629629629629629 0.02631578947368421\n', '1 0.6152777777777778 0.6480263157894737 0.01574074074074074 0.05921052631578947\n', '1 0.22592592592592592 0.671875 0.003703703703703704 0.027960526315789474\n', '1 0.2037037037037037 0.6726973684210527 0.012962962962962963 0.0625\n']",20-02-20,13:26,52.3607807,4.8848902,20-02-20 13:26
17780.jpg,[],20-02-20,13:26,52.3607577,4.8870009,20-02-20 13:26
18990.jpg,"['0 0.1125 0.623355 0.139815 0.371711\n', '1 0.8126736111111111 0.6372532844543457 0.012962962962962963 0.049342105263157895\n']",20-02-20,13:28,52.3583262,4.8789659,20-02-20 13:28
17071.jpg,[],20-02-20,13:28,52.3585719,4.8794382,20-02-20 13:28
13212.jpg,[],20-02-20,13:31,52.3588093,4.8777169,20-02-20 13:31
17572.jpg,[],20-02-20,13:32,52.3559226,4.8703497,20-02-20 13:32
2471.jpg,['0 0.51713 0.592105 0.10463 0.157895\n'],20-02-20,13:32,52.3553425,4.868226,20-02-20 13:32
10478.jpg,['0 0.94537 0.377467 0.109259 0.179276\n'],20-02-20,13:33,52.3524273,4.8601145,20-02-20 13:33
21920.jpg,[],20-02-20,13:34,52.3519335,4.8562292,20-02-20 13:34
23832.jpg,[],20-02-20,13:35,52.353146,4.8534425,20-02-20 13:35
4926.jpg,"['1 0.7273148148148149 0.5197368421052632 0.013888888888888888 0.046052631578947366\n', '1 0.6226851851851852 0.5238486842105263 0.010185185185185186 0.03125\n', '1 0.6125 0.5230263157894737 0.010185185185185186 0.04276315789473684\n']",20-02-20,13:35,52.3539105,4.8544473,20-02-20 13:35
14235.jpg,[],20-02-20,13:35,52.3532823,4.8534301,20-02-20 13:35
17720.jpg,[],20-02-20,13:36,52.3521886,4.8541158,20-02-20 13:36
66.jpg,['1 0.8004629629629629 0.47286184210526316 0.012037037037037037 0.044407894736842105\n'],20-02-20,13:36,52.3523024,4.8526217,20-02-20 13:36
14671.jpg,[],20-02-20,13:37,52.3520141,4.8561601,20-02-20 13:37
10922.jpg,[],20-02-20,13:39,52.3571902,4.8525272,20-02-20 13:39
7697.jpg,[],20-02-20,13:39,52.3554453,4.8501904,20-02-20 13:39
10939.jpg,[],20-02-20,13:40,52.3570597,4.8525942,20-02-20 13:40
15638.jpg,[],20-02-20,13:41,52.3548831,4.850299,20-02-20 13:41
433.jpg,[],20-02-20,13:42,52.3510413,4.8498604,20-02-20 13:42
2730.jpg,[],20-02-20,13:42,52.3516894,4.849534,20-02-20 13:42
15667.jpg,[],20-02-20,13:43,52.350884,4.8528785,20-02-20 13:43
2704.jpg,"['0 0.880093 0.315789 0.0194444 0.0460526\n', '1 0.43148148148148147 0.4597039473684211 0.005555555555555556 0.024671052631578948\n', '1 0.4425925925925926 0.45723684210526316 0.007407407407407408 0.02631578947368421\n']",20-02-20,13:44,52.3507154,4.8570435,20-02-20 13:44
13427.jpg,[],20-02-20,13:45,52.3481444,4.8616611,20-02-20 13:45
